"County","month","year","spi1"
"Sarpy ",3,2003,-0.611847996711731
"Saunders ",3,2003,-0.601808428764343
"Scotts Bluff ",3,2003,1.73719894886017
"Seward ",3,2003,-0.224755987524986
"Sheridan ",3,2003,1.31999468803406
"Sherman ",3,2003,-0.843149721622467
"Sioux ",3,2003,1.68295454978943
"Stanton ",3,2003,-0.259440749883652
"Thayer ",3,2003,-0.100005485117435
"Thomas ",3,2003,0.129378437995911
"Thurston ",3,2003,0.0893924310803413
"Valley ",3,2003,-0.864368677139282
"Washington ",3,2003,-0.662748992443085
"Wayne ",3,2003,0.109041750431061
"Webster ",3,2003,-0.181005641818047
"Wheeler ",3,2003,-0.46501213312149
"York ",3,2003,-0.361245840787888
"Adams ",4,2003,1.03838336467743
"Antelope ",4,2003,0.558948516845703
"Arthur ",4,2003,0.647086322307587
"Banner ",4,2003,0.300563454627991
"Blaine ",4,2003,1.11604917049408
"Boone ",4,2003,0.837121605873108
"Box Butte ",4,2003,0.39573934674263
"Boyd ",4,2003,0.429691731929779
"Brown ",4,2003,0.558782517910004
"Buffalo ",4,2003,1.30531084537506
"Burt ",4,2003,1.060826420784
"Butler ",4,2003,0.387134194374084
"Cass ",4,2003,0.381901144981384
"Cedar ",4,2003,0.453606456518173
"Chase ",4,2003,1.06359040737152
"Cherry ",4,2003,0.252650439739227
"Cheyenne ",4,2003,0.503489911556244
"Clay ",4,2003,0.843631625175476
"Colfax ",4,2003,0.730623245239258
"Cuming ",4,2003,0.864896893501282
"Custer ",4,2003,1.44485461711884
"Dakota ",4,2003,0.503125488758087
"Dawes ",4,2003,0.373220175504684
"Dawson ",4,2003,1.46079182624817
"Deuel ",4,2003,0.4103102684021
"Dixon ",4,2003,0.510034501552582
"Dodge ",4,2003,0.83687150478363
"Douglas ",4,2003,0.648655533790588
"Dundy ",4,2003,1.28594207763672
"Fillmore ",4,2003,0.628763318061829
"Franklin ",4,2003,1.08180391788483
"Frontier ",4,2003,1.42817091941833
"Furnas ",4,2003,1.2925261259079
"Gage ",4,2003,0.319285273551941
"Garden ",4,2003,0.25981330871582
"Garfield ",4,2003,1.14176225662231
"Gosper ",4,2003,1.34853518009186
"Grant ",4,2003,0.473608702421188
"Greeley ",4,2003,1.14777147769928
"Hall ",4,2003,1.07227003574371
"Hamilton ",4,2003,0.602798461914062
"Harlan ",4,2003,1.10061573982239
"Hayes ",4,2003,1.42763555049896
"Hitchcock ",4,2003,1.41951203346252
"Holt ",4,2003,0.612936973571777
"Hooker ",4,2003,0.821898877620697
"Howard ",4,2003,1.11095762252808
"Jefferson ",4,2003,0.516063809394836
"Johnson ",4,2003,0.192331314086914
"Kearney ",4,2003,1.09082293510437
"Keith ",4,2003,0.835655987262726
"Keya Paha ",4,2003,0.460190504789352
"Kimball ",4,2003,0.668169260025024
"Knox ",4,2003,0.509604096412659
"Lancaster ",4,2003,0.27265739440918
"Lincoln ",4,2003,1.42799806594849
"Logan ",4,2003,1.32270073890686
"Loup ",4,2003,1.19333958625793
"Madison ",4,2003,0.56069427728653
"McPherson ",4,2003,1.17976355552673
"Merrick ",4,2003,0.698516964912415
"Morrill ",4,2003,0.399120628833771
"Nance ",4,2003,0.741043269634247
"Nemaha ",4,2003,0.275297701358795
"Nuckolls ",4,2003,0.83766496181488
"Otoe ",4,2003,0.28871101140976
"Pawnee ",4,2003,0.553356885910034
"Perkins ",4,2003,1.02510666847229
"Phelps ",4,2003,1.21847689151764
"Pierce ",4,2003,0.447918355464935
"Platte ",4,2003,0.543992578983307
"Polk ",4,2003,0.379726141691208
"Red Willow ",4,2003,1.32928884029388
"Richardson ",4,2003,0.719982385635376
"Rock ",4,2003,0.75215744972229
"Saline ",4,2003,0.454786866903305
"Sarpy ",4,2003,0.508915960788727
"Saunders ",4,2003,0.43059316277504
"Scotts Bluff ",4,2003,0.0846597403287888
"Seward ",4,2003,0.338964223861694
"Sheridan ",4,2003,0.195628926157951
"Sherman ",4,2003,1.42584407329559
"Sioux ",4,2003,0.215670540928841
"Stanton ",4,2003,0.527926564216614
"Thayer ",4,2003,0.760300695896149
"Thomas ",4,2003,0.951238930225372
"Thurston ",4,2003,0.636280417442322
"Valley ",4,2003,1.3166412115097
"Washington ",4,2003,0.848777890205383
"Wayne ",4,2003,0.547108829021454
"Webster ",4,2003,1.06393802165985
"Wheeler ",4,2003,0.935030698776245
"York ",4,2003,0.447595745325089
"Adams ",5,2003,0.329499453306198
"Antelope ",5,2003,-0.255564212799072
"Arthur ",5,2003,-0.24370288848877
"Banner ",5,2003,-0.473932445049286
"Blaine ",5,2003,0.0312723033130169
"Boone ",5,2003,0.0690915063023567
"Box Butte ",5,2003,-0.110108010470867
"Boyd ",5,2003,-0.157795593142509
"Brown ",5,2003,0.255380690097809
"Buffalo ",5,2003,0.166813835501671
"Burt ",5,2003,0.63561737537384
"Butler ",5,2003,0.135902419686317
"Cass ",5,2003,0.239753410220146
"Cedar ",5,2003,-0.159317657351494
"Chase ",5,2003,-0.78861927986145
"Cherry ",5,2003,0.086225800216198
"Cheyenne ",5,2003,-0.24605555832386
"Clay ",5,2003,0.469127744436264
"Colfax ",5,2003,0.471107631921768
"Cuming ",5,2003,0.515351474285126
"Custer ",5,2003,-0.0996265783905983
"Dakota ",5,2003,0.240112587809563
"Dawes ",5,2003,-0.0189637430012226
"Dawson ",5,2003,-0.116471379995346
"Deuel ",5,2003,-0.36179381608963
"Dixon ",5,2003,0.153128936886787
"Dodge ",5,2003,0.615875244140625
"Douglas ",5,2003,0.771978914737701
"Dundy ",5,2003,-0.660785853862762
"Fillmore ",5,2003,0.33344292640686
"Franklin ",5,2003,0.0706528648734093
"Frontier ",5,2003,-0.784405410289764
"Furnas ",5,2003,-0.340870410203934
"Gage ",5,2003,-0.111133940517902
"Garden ",5,2003,-0.190658658742905
"Garfield ",5,2003,-0.0517855137586594
"Gosper ",5,2003,-0.259319186210632
"Grant ",5,2003,0.0388560146093369
"Greeley ",5,2003,0.0361594408750534
"Hall ",5,2003,0.147912830114365
"Hamilton ",5,2003,-0.0356436185538769
"Harlan ",5,2003,-0.160372748970985
"Hayes ",5,2003,-1.09912693500519
"Hitchcock ",5,2003,-0.873551368713379
"Holt ",5,2003,-0.195280581712723
"Hooker ",5,2003,-0.157699659466743
"Howard ",5,2003,0.0739577785134315
"Jefferson ",5,2003,0.283077389001846
"Johnson ",5,2003,0.000969193642958999
"Kearney ",5,2003,0.219117239117622
"Keith ",5,2003,-0.583938598632812
"Keya Paha ",5,2003,0.311882942914963
"Kimball ",5,2003,-0.380403816699982
"Knox ",5,2003,-0.433688044548035
"Lancaster ",5,2003,0.115051656961441
"Lincoln ",5,2003,-0.736067593097687
"Logan ",5,2003,-0.330023646354675
"Loup ",5,2003,0.0010794106638059
"Madison ",5,2003,0.175624892115593
"McPherson ",5,2003,-0.454157769680023
"Merrick ",5,2003,-0.042449701577425
"Morrill ",5,2003,-0.0886997431516647
"Nance ",5,2003,0.0582770146429539
"Nemaha ",5,2003,-0.128580018877983
"Nuckolls ",5,2003,0.592171370983124
"Otoe ",5,2003,0.0705127790570259
"Pawnee ",5,2003,-0.336220562458038
"Perkins ",5,2003,-0.706003725528717
"Phelps ",5,2003,0.0453272983431816
"Pierce ",5,2003,-0.139983281493187
"Platte ",5,2003,0.259662628173828
"Polk ",5,2003,0.00600202847272158
"Red Willow ",5,2003,-0.62411093711853
"Richardson ",5,2003,-0.501481175422668
"Rock ",5,2003,0.164627760648727
"Saline ",5,2003,0.123381964862347
"Sarpy ",5,2003,0.508149743080139
"Saunders ",5,2003,0.507015526294708
"Scotts Bluff ",5,2003,-0.598212480545044
"Seward ",5,2003,0.00085445330478251
"Sheridan ",5,2003,0.12242865562439
"Sherman ",5,2003,0.1281858086586
"Sioux ",5,2003,-0.356624931097031
"Stanton ",5,2003,0.499836176633835
"Thayer ",5,2003,0.689666152000427
"Thomas ",5,2003,-0.00630028871819377
"Thurston ",5,2003,0.326806634664536
"Valley ",5,2003,-0.0628363564610481
"Washington ",5,2003,0.799445867538452
"Wayne ",5,2003,0.278299599885941
"Webster ",5,2003,0.465268939733505
"Wheeler ",5,2003,0.0479101054370403
"York ",5,2003,-0.114470385015011
"Adams ",6,2003,0.396661907434464
"Antelope ",6,2003,0.313294261693954
"Arthur ",6,2003,0.430436491966248
"Banner ",6,2003,0.392798811197281
"Blaine ",6,2003,0.387900859117508
"Boone ",6,2003,0.0872901752591133
"Box Butte ",6,2003,0.438800871372223
"Boyd ",6,2003,0.0565718039870262
"Brown ",6,2003,0.460795909166336
"Buffalo ",6,2003,0.46813291311264
"Burt ",6,2003,-0.353082895278931
"Butler ",6,2003,-0.00281570944935083
"Cass ",6,2003,-0.013880836777389
"Cedar ",6,2003,0.93676894903183
"Chase ",6,2003,0.33037668466568
"Cherry ",6,2003,0.47085639834404
"Cheyenne ",6,2003,-0.0213353745639324
"Clay ",6,2003,0.654104888439178
"Colfax ",6,2003,-0.557556867599487
"Cuming ",6,2003,-0.53845202922821
"Custer ",6,2003,0.537844717502594
"Dakota ",6,2003,0.396869540214539
"Dawes ",6,2003,0.61737596988678
"Dawson ",6,2003,0.665152490139008
"Deuel ",6,2003,0.316452831029892
"Dixon ",6,2003,0.526914358139038
"Dodge ",6,2003,-0.5906982421875
"Douglas ",6,2003,-0.256549149751663
"Dundy ",6,2003,0.282455533742905
"Fillmore ",6,2003,0.636449754238129
"Franklin ",6,2003,0.479860424995422
"Frontier ",6,2003,0.840945363044739
"Furnas ",6,2003,0.911977291107178
"Gage ",6,2003,0.941100597381592
"Garden ",6,2003,0.467300921678543
"Garfield ",6,2003,0.37978059053421
"Gosper ",6,2003,0.798106014728546
"Grant ",6,2003,0.70560622215271
"Greeley ",6,2003,0.373947530984879
"Hall ",6,2003,0.405465513467789
"Hamilton ",6,2003,0.405926108360291
"Harlan ",6,2003,0.752497434616089
"Hayes ",6,2003,0.523049354553223
"Hitchcock ",6,2003,0.414297938346863
"Holt ",6,2003,0.325959593057632
"Hooker ",6,2003,0.677344441413879
"Howard ",6,2003,0.4335717856884
"Jefferson ",6,2003,1.03590071201324
"Johnson ",6,2003,1.00483107566833
"Kearney ",6,2003,0.462360054254532
"Keith ",6,2003,0.421140849590302
"Keya Paha ",6,2003,0.348526269197464
"Kimball ",6,2003,0.407847136259079
"Knox ",6,2003,0.559759914875031
"Lancaster ",6,2003,0.662248969078064
"Lincoln ",6,2003,0.638547241687775
"Logan ",6,2003,0.418966323137283
"Loup ",6,2003,0.436581820249557
"Madison ",6,2003,-0.277091711759567
"McPherson ",6,2003,0.538795650005341
"Merrick ",6,2003,0.26435986161232
"Morrill ",6,2003,-0.0161879863590002
"Nance ",6,2003,0.102769039571285
"Nemaha ",6,2003,0.654745221138
"Nuckolls ",6,2003,0.663320779800415
"Otoe ",6,2003,0.474125921726227
"Pawnee ",6,2003,0.717774927616119
"Perkins ",6,2003,0.417927891016006
"Phelps ",6,2003,0.669231295585632
"Pierce ",6,2003,0.215023368597031
"Platte ",6,2003,-0.364397585391998
"Polk ",6,2003,0.0938659608364105
"Red Willow ",6,2003,0.834764838218689
"Richardson ",6,2003,0.483359187841415
"Rock ",6,2003,0.423191487789154
"Saline ",6,2003,0.744992613792419
"Sarpy ",6,2003,-0.252089649438858
"Saunders ",6,2003,-0.0258786082267761
"Scotts Bluff ",6,2003,0.280999094247818
"Seward ",6,2003,0.469517529010773
"Sheridan ",6,2003,0.849163055419922
"Sherman ",6,2003,0.575436949729919
"Sioux ",6,2003,0.569099128246307
"Stanton ",6,2003,-0.441381931304932
"Thayer ",6,2003,1.25631833076477
"Thomas ",6,2003,0.398916989564896
"Thurston ",6,2003,-0.000112784910015762
"Valley ",6,2003,0.545939385890961
"Washington ",6,2003,-0.384893923997879
"Wayne ",6,2003,0.226092264056206
"Webster ",6,2003,0.182078674435616
"Wheeler ",6,2003,0.32865247130394
"York ",6,2003,0.344315886497498
"Adams ",7,2003,-1.97587192058563
"Antelope ",7,2003,0.185110077261925
"Arthur ",7,2003,-0.53476083278656
"Banner ",7,2003,-0.695640504360199
"Blaine ",7,2003,-1.01852107048035
"Boone ",7,2003,-0.218026652932167
"Box Butte ",7,2003,-1.47683775424957
"Boyd ",7,2003,-0.515898466110229
"Brown ",7,2003,-0.893166661262512
"Buffalo ",7,2003,-1.79510247707367
"Burt ",7,2003,-0.0496128238737583
"Butler ",7,2003,-0.983166754245758
"Cass ",7,2003,-1.22198677062988
"Cedar ",7,2003,-0.170918866991997
"Chase ",7,2003,-1.50928664207458
"Cherry ",7,2003,-1.12753629684448
"Cheyenne ",7,2003,-0.151337072253227
"Clay ",7,2003,-1.9647775888443
"Colfax ",7,2003,-0.658109962940216
"Cuming ",7,2003,-0.07180255651474
"Custer ",7,2003,-1.3479722738266
"Dakota ",7,2003,0.171041399240494
"Dawes ",7,2003,-2.19949889183044
"Dawson ",7,2003,-1.69351053237915
"Deuel ",7,2003,-0.45122566819191
"Dixon ",7,2003,-0.0936535969376564
"Dodge ",7,2003,-0.741782784461975
"Douglas ",7,2003,-0.950486540794373
"Dundy ",7,2003,-1.52343130111694
"Fillmore ",7,2003,-1.7932733297348
"Franklin ",7,2003,-1.75618946552277
"Frontier ",7,2003,-1.5856728553772
"Furnas ",7,2003,-1.534987449646
"Gage ",7,2003,-1.90177297592163
"Garden ",7,2003,-0.459477514028549
"Garfield ",7,2003,-0.497125178575516
"Gosper ",7,2003,-1.62331807613373
"Grant ",7,2003,-0.5804243683815
"Greeley ",7,2003,-0.768937647342682
"Hall ",7,2003,-1.77003991603851
"Hamilton ",7,2003,-1.56872355937958
"Harlan ",7,2003,-1.59595000743866
"Hayes ",7,2003,-1.6919047832489
"Hitchcock ",7,2003,-1.66174805164337
"Holt ",7,2003,-0.3531414270401
"Hooker ",7,2003,-0.971145212650299
"Howard ",7,2003,-1.37671530246735
"Jefferson ",7,2003,-1.88999891281128
"Johnson ",7,2003,-1.80300462245941
"Kearney ",7,2003,-1.87498450279236
"Keith ",7,2003,-0.940355896949768
"Keya Paha ",7,2003,-0.926799893379211
"Kimball ",7,2003,-0.162197589874268
"Knox ",7,2003,0.0233104377985001
"Lancaster ",7,2003,-1.58812665939331
"Lincoln ",7,2003,-1.45357322692871
"Logan ",7,2003,-1.26235020160675
"Loup ",7,2003,-0.786157190799713
"Madison ",7,2003,0.0127988364547491
"McPherson ",7,2003,-1.1004593372345
"Merrick ",7,2003,-1.18136596679688
"Morrill ",7,2003,-0.312845915555954
"Nance ",7,2003,-0.833499252796173
"Nemaha ",7,2003,-1.66495513916016
"Nuckolls ",7,2003,-1.97172701358795
"Otoe ",7,2003,-1.54506921768188
"Pawnee ",7,2003,-1.87444508075714
"Perkins ",7,2003,-1.35693657398224
"Phelps ",7,2003,-1.74323117733002
"Pierce ",7,2003,0.2234196215868
"Platte ",7,2003,-0.477661788463593
"Polk ",7,2003,-0.941013813018799
"Red Willow ",7,2003,-1.6319522857666
"Richardson ",7,2003,-1.65231668949127
"Rock ",7,2003,-0.782000482082367
"Saline ",7,2003,-1.73499274253845
"Sarpy ",7,2003,-1.13578689098358
"Saunders ",7,2003,-1.21547567844391
"Scotts Bluff ",7,2003,-1.30899965763092
"Seward ",7,2003,-1.4677426815033
"Sheridan ",7,2003,-1.6100640296936
"Sherman ",7,2003,-1.52234160900116
"Sioux ",7,2003,-1.88057863712311
"Stanton ",7,2003,-0.0725278258323669
"Thayer ",7,2003,-1.96047699451447
"Thomas ",7,2003,-1.0695207118988
"Thurston ",7,2003,0.284553945064545
"Valley ",7,2003,-0.946426749229431
"Washington ",7,2003,-0.713170766830444
"Wayne ",7,2003,0.336512267589569
"Webster ",7,2003,-1.88187611103058
"Wheeler ",7,2003,-0.231746792793274
"York ",7,2003,-1.41268360614777
"Adams ",8,2003,-1.26673078536987
"Antelope ",8,2003,-1.45849215984344
"Arthur ",8,2003,-1.28558707237244
"Banner ",8,2003,-0.396579265594482
"Blaine ",8,2003,-1.9357670545578
"Boone ",8,2003,-1.45391118526459
"Box Butte ",8,2003,-0.262797474861145
"Boyd ",8,2003,-1.63359260559082
"Brown ",8,2003,-1.79288327693939
"Buffalo ",8,2003,-1.63682770729065
"Burt ",8,2003,-1.48531949520111
"Butler ",8,2003,-1.25266528129578
"Cass ",8,2003,-1.31793487071991
"Cedar ",8,2003,-1.28577268123627
"Chase ",8,2003,-0.634795784950256
"Cherry ",8,2003,-1.71964621543884
"Cheyenne ",8,2003,-0.618845999240875
"Clay ",8,2003,-1.17190515995026
"Colfax ",8,2003,-1.06842601299286
"Cuming ",8,2003,-1.2826384305954
"Custer ",8,2003,-1.7542417049408
"Dakota ",8,2003,-1.43132150173187
"Dawes ",8,2003,-0.218445122241974
"Dawson ",8,2003,-1.48530030250549
"Deuel ",8,2003,-1.02733385562897
"Dixon ",8,2003,-1.42008745670319
"Dodge ",8,2003,-1.27592539787292
"Douglas ",8,2003,-1.50198519229889
"Dundy ",8,2003,-0.612340927124023
"Fillmore ",8,2003,-1.11090493202209
"Franklin ",8,2003,-0.944490611553192
"Frontier ",8,2003,-0.692059934139252
"Furnas ",8,2003,-1.03177893161774
"Gage ",8,2003,-0.648510992527008
"Garden ",8,2003,-0.736100912094116
"Garfield ",8,2003,-1.51270639896393
"Gosper ",8,2003,-1.31017434597015
"Grant ",8,2003,-1.50672543048859
"Greeley ",8,2003,-1.36236584186554
"Hall ",8,2003,-1.46315622329712
"Hamilton ",8,2003,-1.44711971282959
"Harlan ",8,2003,-1.21035981178284
"Hayes ",8,2003,-0.242990210652351
"Hitchcock ",8,2003,0.18663389980793
"Holt ",8,2003,-1.73912525177002
"Hooker ",8,2003,-1.81811380386353
"Howard ",8,2003,-1.36100804805756
"Jefferson ",8,2003,-0.512455582618713
"Johnson ",8,2003,-0.658482730388641
"Kearney ",8,2003,-1.53472018241882
"Keith ",8,2003,-1.05266773700714
"Keya Paha ",8,2003,-1.6354798078537
"Kimball ",8,2003,-0.648014903068542
"Knox ",8,2003,-1.41433787345886
"Lancaster ",8,2003,-0.96839702129364
"Lincoln ",8,2003,-1.2476749420166
"Logan ",8,2003,-1.91501104831696
"Loup ",8,2003,-1.73459887504578
"Madison ",8,2003,-1.24691665172577
"McPherson ",8,2003,-1.66055643558502
"Merrick ",8,2003,-1.42440974712372
"Morrill ",8,2003,-0.11565076559782
"Nance ",8,2003,-1.46181559562683
"Nemaha ",8,2003,-0.977739870548248
"Nuckolls ",8,2003,-0.345703810453415
"Otoe ",8,2003,-1.05008971691132
"Pawnee ",8,2003,-0.481683880090714
"Perkins ",8,2003,-0.840855062007904
"Phelps ",8,2003,-1.51503753662109
"Pierce ",8,2003,-1.3711074590683
"Platte ",8,2003,-1.24363100528717
"Polk ",8,2003,-1.42104685306549
"Red Willow ",8,2003,-0.165612265467644
"Richardson ",8,2003,-0.734466731548309
"Rock ",8,2003,-1.80616652965546
"Saline ",8,2003,-1.05175316333771
"Sarpy ",8,2003,-1.44462895393372
"Saunders ",8,2003,-1.27029192447662
"Scotts Bluff ",8,2003,-0.169298395514488
"Seward ",8,2003,-1.1194703578949
"Sheridan ",8,2003,-0.94696033000946
"Sherman ",8,2003,-1.55527555942535
"Sioux ",8,2003,0.274018526077271
"Stanton ",8,2003,-1.2093493938446
"Thayer ",8,2003,-0.449836790561676
"Thomas ",8,2003,-1.95712912082672
"Thurston ",8,2003,-1.45278370380402
"Valley ",8,2003,-1.43274056911469
"Washington ",8,2003,-1.48015606403351
"Wayne ",8,2003,-1.38904356956482
"Webster ",8,2003,-0.589187264442444
"Wheeler ",8,2003,-1.51182126998901
"York ",8,2003,-1.39941215515137
"Adams ",9,2003,0.701232016086578
"Antelope ",9,2003,0.406839519739151
"Arthur ",9,2003,-0.373493641614914
"Banner ",9,2003,0.293699562549591
"Blaine ",9,2003,-0.928654730319977
"Boone ",9,2003,0.844205379486084
"Box Butte ",9,2003,0.570977747440338
"Boyd ",9,2003,-0.75108540058136
"Brown ",9,2003,-1.22827517986298
"Buffalo ",9,2003,0.182754576206207
"Burt ",9,2003,0.427606284618378
"Butler ",9,2003,1.16183817386627
"Cass ",9,2003,-0.554922699928284
"Cedar ",9,2003,1.60026276111603
"Chase ",9,2003,-0.232631117105484
"Cherry ",9,2003,-0.600729584693909
"Cheyenne ",9,2003,0.0467336252331734
"Clay ",9,2003,1.10768461227417
"Colfax ",9,2003,1.1246520280838
"Cuming ",9,2003,1.12215602397919
"Custer ",9,2003,-0.305651158094406
"Dakota ",9,2003,1.47926330566406
"Dawes ",9,2003,0.652560174465179
"Dawson ",9,2003,-0.338495135307312
"Deuel ",9,2003,-0.0100244674831629
"Dixon ",9,2003,1.66608417034149
"Dodge ",9,2003,0.610184192657471
"Douglas ",9,2003,-0.447963088750839
"Dundy ",9,2003,-0.545230805873871
"Fillmore ",9,2003,1.61836576461792
"Franklin ",9,2003,0.471370965242386
"Frontier ",9,2003,-0.586141467094421
"Furnas ",9,2003,-0.334512501955032
"Gage ",9,2003,0.119019575417042
"Garden ",9,2003,-0.0948620438575745
"Garfield ",9,2003,-0.251208484172821
"Gosper ",9,2003,-0.403520435094833
"Grant ",9,2003,-0.218766942620277
"Greeley ",9,2003,0.501048862934113
"Hall ",9,2003,0.491056710481644
"Hamilton ",9,2003,1.20301115512848
"Harlan ",9,2003,-0.00105570210143924
"Hayes ",9,2003,-0.593714356422424
"Hitchcock ",9,2003,-0.551564991474152
"Holt ",9,2003,-0.688621938228607
"Hooker ",9,2003,-0.694965600967407
"Howard ",9,2003,0.300464063882828
"Jefferson ",9,2003,0.946059703826904
"Johnson ",9,2003,-0.535328030586243
"Kearney ",9,2003,0.381727665662766
"Keith ",9,2003,-0.299413293600082
"Keya Paha ",9,2003,-1.20656037330627
"Kimball ",9,2003,0.127857282757759
"Knox ",9,2003,0.585304021835327
"Lancaster ",9,2003,0.464367628097534
"Lincoln ",9,2003,-0.701700210571289
"Logan ",9,2003,-0.807897984981537
"Loup ",9,2003,-0.494071751832962
"Madison ",9,2003,1.15054595470428
"McPherson ",9,2003,-0.828246653079987
"Merrick ",9,2003,1.01625919342041
"Morrill ",9,2003,0.224879339337349
"Nance ",9,2003,0.96993762254715
"Nemaha ",9,2003,-0.931718468666077
"Nuckolls ",9,2003,1.20050024986267
"Otoe ",9,2003,-0.569102346897125
"Pawnee ",9,2003,-0.729213416576385
"Perkins ",9,2003,-0.187341198325157
"Phelps ",9,2003,-0.0117926141247153
"Pierce ",9,2003,1.25806713104248
"Platte ",9,2003,1.20457279682159
"Polk ",9,2003,1.37656819820404
"Red Willow ",9,2003,-0.582141995429993
"Richardson ",9,2003,-1.07004916667938
"Rock ",9,2003,-1.09559202194214
"Saline ",9,2003,1.2541937828064
"Sarpy ",9,2003,-0.495672821998596
"Saunders ",9,2003,0.380342662334442
"Scotts Bluff ",9,2003,0.394966304302216
"Seward ",9,2003,1.27826392650604
"Sheridan ",9,2003,0.308475404977798
"Sherman ",9,2003,0.526300728321075
"Sioux ",9,2003,0.670970439910889
"Stanton ",9,2003,1.29267847537994
"Thayer ",9,2003,1.46058166027069
"Thomas ",9,2003,-0.950660645961761
"Thurston ",9,2003,1.28223514556885
"Valley ",9,2003,0.261443763971329
"Washington ",9,2003,-0.153484582901001
"Wayne ",9,2003,1.56303918361664
"Webster ",9,2003,0.714690625667572
"Wheeler ",9,2003,0.0110055711120367
"York ",9,2003,1.36110556125641
"Adams ",10,2003,-0.47591695189476
"Antelope ",10,2003,-0.446096181869507
"Arthur ",10,2003,-1.26206696033478
"Banner ",10,2003,-1.40788006782532
"Blaine ",10,2003,-0.326267421245575
"Boone ",10,2003,-0.441341817378998
"Box Butte ",10,2003,-1.09120357036591
"Boyd ",10,2003,-0.109816081821918
"Brown ",10,2003,-0.292049914598465
"Buffalo ",10,2003,-0.288756877183914
"Burt ",10,2003,-0.806872129440308
"Butler ",10,2003,-0.503649353981018
"Cass ",10,2003,-0.633281707763672
"Cedar ",10,2003,-0.752512454986572
"Chase ",10,2003,-1.20424675941467
"Cherry ",10,2003,-0.800649106502533
"Cheyenne ",10,2003,-1.38830530643463
"Clay ",10,2003,-0.45659938454628
"Colfax ",10,2003,-0.573223531246185
"Cuming ",10,2003,-0.769440174102783
"Custer ",10,2003,-0.387295991182327
"Dakota ",10,2003,-0.921700537204742
"Dawes ",10,2003,-0.785707771778107
"Dawson ",10,2003,-0.45828703045845
"Deuel ",10,2003,-1.23929929733276
"Dixon ",10,2003,-0.870902359485626
"Dodge ",10,2003,-0.587691009044647
"Douglas ",10,2003,-0.544669449329376
"Dundy ",10,2003,-1.17461252212524
"Fillmore ",10,2003,-0.489514082670212
"Franklin ",10,2003,-0.652222573757172
"Frontier ",10,2003,-0.944217026233673
"Furnas ",10,2003,-0.688864648342133
"Gage ",10,2003,-0.383855938911438
"Garden ",10,2003,-1.33576667308807
"Garfield ",10,2003,-0.251186192035675
"Gosper ",10,2003,-0.577934861183167
"Grant ",10,2003,-1.25968384742737
"Greeley ",10,2003,-0.346181511878967
"Hall ",10,2003,-0.434587478637695
"Hamilton ",10,2003,-0.387193828821182
"Harlan ",10,2003,-0.489970505237579
"Hayes ",10,2003,-1.13253939151764
"Hitchcock ",10,2003,-1.14231860637665
"Holt ",10,2003,-0.149952784180641
"Hooker ",10,2003,-1.00524115562439
"Howard ",10,2003,-0.362575262784958
"Jefferson ",10,2003,-0.509508967399597
"Johnson ",10,2003,-0.408258199691772
"Kearney ",10,2003,-0.319835156202316
"Keith ",10,2003,-1.1739729642868
"Keya Paha ",10,2003,-0.181036576628685
"Kimball ",10,2003,-1.53708910942078
"Knox ",10,2003,-0.435481786727905
"Lancaster ",10,2003,-0.441673159599304
"Lincoln ",10,2003,-0.880216658115387
"Logan ",10,2003,-0.692230761051178
"Loup ",10,2003,-0.256936192512512
"Madison ",10,2003,-0.47857129573822
"McPherson ",10,2003,-0.973929464817047
"Merrick ",10,2003,-0.430214434862137
"Morrill ",10,2003,-1.3772988319397
"Nance ",10,2003,-0.429484605789185
"Nemaha ",10,2003,-0.623345792293549
"Nuckolls ",10,2003,-0.708233714103699
"Otoe ",10,2003,-0.590555131435394
"Pawnee ",10,2003,-0.345103859901428
"Perkins ",10,2003,-1.149827003479
"Phelps ",10,2003,-0.466562896966934
"Pierce ",10,2003,-0.618314027786255
"Platte ",10,2003,-0.482668876647949
"Polk ",10,2003,-0.563575804233551
"Red Willow ",10,2003,-1.0205055475235
"Richardson ",10,2003,-0.508862376213074
"Rock ",10,2003,-0.189867973327637
"Saline ",10,2003,-0.48156401515007
"Sarpy ",10,2003,-0.577982008457184
"Saunders ",10,2003,-0.444953411817551
"Scotts Bluff ",10,2003,-1.30947017669678
"Seward ",10,2003,-0.442719399929047
"Sheridan ",10,2003,-0.982509195804596
"Sherman ",10,2003,-0.289268016815186
"Sioux ",10,2003,-0.879198133945465
"Stanton ",10,2003,-0.676377952098846
"Thayer ",10,2003,-0.665493428707123
"Thomas ",10,2003,-0.683342278003693
"Thurston ",10,2003,-0.894066631793976
"Valley ",10,2003,-0.272335737943649
"Washington ",10,2003,-0.579213380813599
"Wayne ",10,2003,-0.760776042938232
"Webster ",10,2003,-0.713811099529266
"Wheeler ",10,2003,-0.319053262472153
"York ",10,2003,-0.484090805053711
"Adams ",11,2003,0.144175380468369
"Antelope ",11,2003,0.251684159040451
"Arthur ",11,2003,-0.147419571876526
"Banner ",11,2003,0.424155592918396
"Blaine ",11,2003,0.139684677124023
"Boone ",11,2003,0.422379016876221
"Box Butte ",11,2003,0.859756052494049
"Boyd ",11,2003,-0.0711823552846909
"Brown ",11,2003,0.0842111334204674
"Buffalo ",11,2003,0.309960812330246
"Burt ",11,2003,0.360277384519577
"Butler ",11,2003,0.350935816764832
"Cass ",11,2003,1.30402183532715
