"cofips","year","month","temp","ppt"
"019",2012,"08",72.93,1.15
"019",2012,"09",64.54,0.46
"019",2012,"10",48.72,0.48
"019",2012,"11",39.97,0.06
"019",2012,"12",27.57,0.83
"019",2013,"01",25.57,0.18
"019",2013,"02",29.82,1.06
"019",2013,"03",35.53,0.64
"019",2013,"04",44.47,3.79
"019",2013,"05",59.63,4.94
"019",2013,"06",70.25,1.78
"019",2013,"07",73.71,2.12
"019",2013,"08",74.84,3.43
"019",2013,"09",69.42,3.31
"019",2013,"10",51.39,2.94
"019",2013,"11",36.75,0.81
"019",2013,"12",24.73,0.06
"019",2014,"01",25.92,0.26
"019",2014,"02",22.62,0.44
"019",2014,"03",35.92,0.29
"019",2014,"04",49.66,3.16
"019",2014,"05",59.52,1.07
"019",2014,"06",70.25,8.3
"019",2014,"07",71.78,1.3
"019",2014,"08",73.49,6.82
"019",2014,"09",63.3,2.62
"019",2014,"10",53.89,1.39
"019",2014,"11",33.89,0.1
"019",2014,"12",28.96,1
"019",2015,"01",28.15,0.09
"019",2015,"02",26.29,0.68
"019",2015,"03",43.48,0.06
"019",2015,"04",51.6,2.79
"019",2015,"05",57.74,2.85
"019",2015,"06",70.09,5.92
"019",2015,"07",74.61,1.89
"019",2015,"08",71.37,2.56
"019",2015,"09",70.74,2.27
"019",2015,"10",55.49,1.29
"019",2015,"11",42.1,3.51
"019",2015,"12",32.18,1.08
"019",2016,"01",28.04,0.4
"019",2016,"02",35.58,1
"019",2016,"03",44.83,0.44
"019",2016,"04",51.93,8.35
"019",2016,"05",58.21,3.32
"019",2016,"06",74.23,1.29
"019",2016,"07",75.15,3.79
"019",2016,"08",73.49,1.46
"019",2016,"09",66.49,2.36
"019",2016,"10",56.34,0.27
"019",2016,"11",45.72,1.52
"019",2016,"12",25.83,0.46
"019",2017,"01",27.12,0.78
"019",2017,"02",37.56,0.33
"019",2017,"03",42.89,1.83
"019",2017,"04",51.15,2.17
"019",2017,"05",57.88,5.46
"019",2017,"06",72.77,1.89
"019",2017,"07",76.64,3.2
"019",2017,"08",69.55,4.99
"019",2017,"09",66.83,3.07
"019",2017,"10",52.79,2.91
"019",2017,"11",40.12,0.31
"019",2017,"12",27.54,0.32
"019",2018,"01",22.5,0.72
"019",2018,"02",22.55,0.63
"019",2018,"03",40.14,0.82
"019",2018,"04",41.76,1.48
"019",2018,"05",64.47,5.49
"019",2018,"06",74.41,3.8
"019",2018,"07",73.83,5.52
"019",2018,"08",71.69,3.07
"019",2018,"09",67.28,2.2
"019",2018,"10",48.27,2.95
"019",2018,"11",34.81,0.7
"019",2018,"12",28.69,2.73
"019",2019,"01",26.8,0.11
"019",2019,"02",18.72,0.85
"021",1998,"01",24.04,1
"021",1998,"02",35.42,0.44
"021",1998,"03",31.19,2.97
"021",1998,"04",50.02,4.52
"021",1998,"05",65.68,4.02
"021",1998,"06",67.71,7.59
"021",1998,"07",75.79,4.93
"021",1998,"08",74.48,3.98
"021",1998,"09",70.16,0.38
"021",1998,"10",54.79,4.15
"021",1998,"11",41.74,1.67
"021",1998,"12",29.37,0.32
"021",1999,"01",20.5,0.71
"021",1999,"02",33.75,0.96
"021",1999,"03",38.07,0.87
"021",1999,"04",50.43,7.01
"021",1999,"05",61.29,4.12
"021",1999,"06",69.19,5.51
"021",1999,"07",77.95,3.64
"021",1999,"08",71.22,5.1
"021",1999,"09",62.24,1.05
"021",1999,"10",51.89,0.16
"021",1999,"11",45.34,0.77
"021",1999,"12",29.66,0.66
"021",2000,"01",25.56,0.23
"021",2000,"02",34.61,1.06
"021",2000,"03",43.12,0.93
"021",2000,"04",50.61,1.66
"021",2000,"05",64.9,2.03
"021",2000,"06",69.21,5.14
"021",2000,"07",73.53,3.33
"021",2000,"08",74.98,0.91
"021",2000,"09",65.64,0.8
"021",2000,"10",55.11,2.8
"021",2000,"11",30.2,2.06
"021",2000,"12",12.42,0.89
"021",2001,"01",23.74,1.3
"021",2001,"02",18.45,0.93
"021",2001,"03",32.49,0.92
"021",2001,"04",52.52,3.34
"021",2001,"05",62.04,9.52
"021",2001,"06",69.96,3.02
"021",2001,"07",76.66,2.81
"021",2001,"08",73.6,3.1
"021",2001,"09",62.78,3.87
"021",2001,"10",51.84,1.4
"021",2001,"11",48.67,2.78
"021",2001,"12",31.01,0.42
"021",2002,"01",29.26,0.2
"021",2002,"02",30.34,0.64
"021",2002,"03",30.97,1.26
"021",2002,"04",51.3,3.19
"021",2002,"05",58.06,4.05
"021",2002,"06",75.36,3.15
"021",2002,"07",78.87,1.72
"021",2002,"08",72.52,5.2
"021",2002,"09",65.86,0.74
"021",2002,"10",46.36,3.43
"021",2002,"11",35.74,0.16
"021",2002,"12",30.67,0.04
"021",2003,"01",22.12,0.4
"021",2003,"02",22.48,1.28
"021",2003,"03",37.62,0.96
"021",2003,"04",52.38,4.52
"021",2003,"05",58.73,4.18
"021",2003,"06",68.4,3.45
"021",2003,"07",75.42,3.24
"021",2003,"08",75.7,1.5
"021",2003,"09",61.32,3.78
"021",2003,"10",54.7,0.74
"021",2003,"11",35.65,1.17
"021",2003,"12",29.34,0.57
"021",2004,"01",19.83,1.21
"021",2004,"02",23.23,0.93
"021",2004,"03",42.01,3.34
"021",2004,"04",52.84,2.3
"021",2004,"05",61.52,4.94
"021",2004,"06",67.66,2.81
"021",2004,"07",71.82,4.43
"021",2004,"08",68.77,1.46
"021",2004,"09",69.13,3.3
"021",2004,"10",54.12,0.79
"021",2004,"11",40.55,2.72
"021",2004,"12",28.4,0.23
"021",2005,"01",19.26,0.56
"021",2005,"02",32.85,1.69
"021",2005,"03",39.27,0.64
"021",2005,"04",53.85,3.84
"021",2005,"05",60.15,5.06
"021",2005,"06",73.65,4.07
"021",2005,"07",77.14,2.11
"021",2005,"08",73.56,1.96
"021",2005,"09",69.13,0.93
"021",2005,"10",53.74,1.19
"021",2005,"11",40.91,1.35
"021",2005,"12",22.57,1.03
"021",2006,"01",35.08,0.49
"021",2006,"02",27.9,0.24
"021",2006,"03",37.74,3.27
"021",2006,"04",55.06,3.36
"021",2006,"05",62.89,1.78
"021",2006,"06",72.59,2.06
"021",2006,"07",77.68,1.67
"021",2006,"08",73.27,6.09
"021",2006,"09",60.64,5.58
"021",2006,"10",49.35,1.12
"021",2006,"11",38.43,0.53
"021",2006,"12",31.26,2.29
"021",2007,"01",21.22,0.85
"021",2007,"02",19.2,1.37
"021",2007,"03",44.19,3.07
"021",2007,"04",48.42,4.77
"021",2007,"05",65.7,5.84
"021",2007,"06",71.53,1.61
"021",2007,"07",76.1,2.33
"021",2007,"08",75.61,8.43
"021",2007,"09",64.92,3.19
"021",2007,"10",56.19,3.49
"021",2007,"11",38.16,0.02
"021",2007,"12",19.4,2.08
"021",2008,"01",17.06,0.29
"021",2008,"02",19.65,0.98
"021",2008,"03",35.38,0.85
"021",2008,"04",45.14,4.2
"021",2008,"05",58.12,7
"021",2008,"06",70.47,3.59
"021",2008,"07",75.31,2.45
"021",2008,"08",72.23,1.34
"021",2008,"09",63.66,4.45
"021",2008,"10",52.27,4.5
"021",2008,"11",38.25,1.19
"021",2008,"12",18.5,1.11
"021",2009,"01",18.12,0.62
"021",2009,"02",29.62,0.49
"021",2009,"03",36.84,0.84
"021",2009,"04",47.28,2.12
"021",2009,"05",61.77,1.07
"021",2009,"06",69.53,5.98
"021",2009,"07",69.91,4.04
"021",2009,"08",69.8,4.81
"021",2009,"09",63.84,1.99
"021",2009,"10",44.58,5.03
"021",2009,"11",43.79,0.4
"021",2009,"12",18.73,1.75
"021",2010,"01",13.57,0.96
"021",2010,"02",18.59,0.77
"021",2010,"03",38.41,1.88
"021",2010,"04",55.49,2.6
"021",2010,"05",59.92,1.47
"021",2010,"06",71.78,12.26
"021",2010,"07",75.33,4.81
"021",2010,"08",76.17,4.13
"021",2010,"09",64.54,3.16
"021",2010,"10",55.29,0.58
"021",2010,"11",37.74,1.02
"021",2010,"12",21.65,0.54
"021",2011,"01",15.53,1.39
"021",2011,"02",23.49,0.49
"021",2011,"03",36.5,0.94
"021",2011,"04",48.6,3.43
"021",2011,"05",60.13,5.6
"021",2011,"06",70.23,6.35
"021",2011,"07",79.38,3.41
"021",2011,"08",73.35,4.66
"021",2011,"09",60.55,0.95
"021",2011,"10",54.54,0.4
"021",2011,"11",38.86,0.41
"021",2011,"12",28.2,1.13
"021",2012,"01",28.74,0.17
"021",2012,"02",28.08,1.74
"021",2012,"03",53.22,0.78
"021",2012,"04",54.95,2.74
"021",2012,"05",65.89,4.1
"021",2012,"06",73.22,3.43
"021",2012,"07",81.57,0.12
"021",2012,"08",72.99,1.78
"021",2012,"09",63.99,0.71
"021",2012,"10",48.85,1.84
"021",2012,"11",39.65,0.98
"021",2012,"12",26.71,1.27
"021",2013,"01",22.77,0.23
"021",2013,"02",27.07,0.63
"021",2013,"03",31.96,1.52
"021",2013,"04",43.97,4.65
"021",2013,"05",59.07,5.07
"021",2013,"06",69.76,4.07
"021",2013,"07",73.38,0.82
"021",2013,"08",73.51,4.76
"021",2013,"09",68.47,2.02
"021",2013,"10",51.24,4.9
"021",2013,"11",35.29,1.14
"021",2013,"12",19.62,0.1
"021",2014,"01",19.2,0.09
"021",2014,"02",19.44,0.56
"021",2014,"03",33.13,0.41
"021",2014,"04",49.82,2.5
"021",2014,"05",61.47,3.41
"021",2014,"06",71.02,10.49
"021",2014,"07",70.39,1.88
"021",2014,"08",72.43,6.21
"021",2014,"09",63.52,3.97
"021",2014,"10",53.55,2.21
"021",2014,"11",31.66,0.25
"021",2014,"12",29.28,1.42
"021",2015,"01",25.23,0.23
"021",2015,"02",19.06,0.99
"021",2015,"03",41.34,0.18
"021",2015,"04",51.71,3.41
"021",2015,"05",59.13,5.12
"021",2015,"06",70.84,4
"021",2015,"07",73.4,4.59
"021",2015,"08",70.52,4.96
"021",2015,"09",68.79,6.98
"021",2015,"10",55.36,0.84
"021",2015,"11",42.57,2.92
"021",2015,"12",31.19,3.62
"021",2016,"01",21.31,0.83
"021",2016,"02",31.44,1.39
"021",2016,"03",44.31,1.48
"021",2016,"04",51.82,6.12
"021",2016,"05",60.21,4.05
"021",2016,"06",75.97,1.69
"021",2016,"07",74.62,4.54
"021",2016,"08",72.77,4.87
"021",2016,"09",67.42,5.9
"021",2016,"10",55.67,1.22
"021",2016,"11",45.03,1.5
"021",2016,"12",23.94,1.38
"021",2017,"01",25.21,0.93
"021",2017,"02",35.22,1.06
"021",2017,"03",40.33,1.88
"021",2017,"04",50.7,3.23
"021",2017,"05",59.94,5.8
"021",2017,"06",73.13,2.67
"021",2017,"07",76.86,2.76
"021",2017,"08",68.88,6.83
"021",2017,"09",67.15,3.33
"021",2017,"10",53.13,4.36
"021",2017,"11",38.01,0.12
"021",2017,"12",25.54,0.31
"021",2018,"01",20.05,0.91
"021",2018,"02",20.19,0.58
"021",2018,"03",37.47,1.82
"021",2018,"04",41.23,0.4
"021",2018,"05",66.88,5.23
"021",2018,"06",74.43,8.33
"021",2018,"07",73.87,3.25
"021",2018,"08",71.82,5.28
"021",2018,"09",66.63,5.36
"021",2018,"10",48.72,2.32
"021",2018,"11",31.14,1
"021",2018,"12",27.01,3.26
"021",2019,"01",22.73,0.07
"021",2019,"02",14.45,1.26
"023",1998,"01",24.44,0.62
"023",1998,"02",35.4,0.45
"023",1998,"03",31.24,3.09
"023",1998,"04",49.32,4.26
"023",1998,"05",65.89,3.47
"023",1998,"06",68.49,6.72
"023",1998,"07",76.41,3.19
"023",1998,"08",74.64,4.18
"023",1998,"09",70.75,0.63
"023",1998,"10",55.06,2.18
"023",1998,"11",42.1,2.48
"023",1998,"12",29.93,0.3
"023",1999,"01",22.91,0.57
"023",1999,"02",35.94,1.02
"023",1999,"03",38.89,1.32
"023",1999,"04",50.31,4.12
"023",1999,"05",61.23,5.63
"023",1999,"06",68.92,7.84
"023",1999,"07",78.49,2.48
"023",1999,"08",71.89,3.62
"023",1999,"09",62.6,1.15
"023",1999,"10",52.99,0.09
"023",1999,"11",46.45,0.63
"023",1999,"12",31.42,0.71
"023",2000,"01",27.77,0.22
"023",2000,"02",35.62,1.02
"023",2000,"03",43.61,1.55
"023",2000,"04",50.77,1.36
"023",2000,"05",65.39,2.97
"023",2000,"06",70.66,3.83
"023",2000,"07",74.98,4.64
"023",2000,"08",77.18,1.62
"023",2000,"09",66.63,1.28
"023",2000,"10",55.92,2.12
"023",2000,"11",30.67,1.48
"023",2000,"12",15.04,0.94
"023",2001,"01",25.52,1.12
"023",2001,"02",20.77,1.26
"023",2001,"03",34.9,0.86
"023",2001,"04",53.42,2.09
"023",2001,"05",63.14,7.34
"023",2001,"06",70.84,2.47
"023",2001,"07",78.21,2.11
"023",2001,"08",75.34,1.93
"023",2001,"09",64.4,2.77
"023",2001,"10",52.66,0.99
"023",2001,"11",48.33,1.99
"023",2001,"12",31.75,0.32
"023",2002,"01",29.48,0.53
"023",2002,"02",29.93,0.52
"023",2002,"03",31.6,1.14
"023",2002,"04",51.71,2.3
"023",2002,"05",58.5,5.33
"023",2002,"06",76.14,1.83
"023",2002,"07",79.57,1.61
"023",2002,"08",74.25,3.91
"023",2002,"09",66.7,0.92
"023",2002,"10",46.85,3.54
"023",2002,"11",37.6,0.25
"023",2002,"12",32.04,0.02
"023",2003,"01",24.37,0.46
"023",2003,"02",24.46,1.07
"023",2003,"03",39.52,1
"023",2003,"04",52.29,2.98
"023",2003,"05",58.42,3.85
"023",2003,"06",68.36,4.15
"023",2003,"07",76.93,1.91
"023",2003,"08",76.59,1.49
"023",2003,"09",61.27,5.3
"023",2003,"10",55,1.11
"023",2003,"11",36.37,1.29
"023",2003,"12",30.88,0.37
"023",2004,"01",21.15,1.18
"023",2004,"02",23.9,0.74
"023",2004,"03",43.77,4.08
"023",2004,"04",52.7,1.43
"023",2004,"05",62.35,4.18
"023",2004,"06",67.55,2.7
"023",2004,"07",72.18,4.11
"023",2004,"08",69.84,0.88
"023",2004,"09",69.49,2.58
"023",2004,"10",54.32,0.88
"023",2004,"11",41.27,2.86
"023",2004,"12",30.2,0.27
"023",2005,"01",20.7,0.99
"023",2005,"02",34.18,1.7
"023",2005,"03",40.75,0.81
"023",2005,"04",53.73,4.04
"023",2005,"05",61.39,3.95
"023",2005,"06",73.53,3.75
"023",2005,"07",77.5,2.11
"023",2005,"08",74.5,2.25
"023",2005,"09",69.15,1.2
"023",2005,"10",54.81,1.71
"023",2005,"11",42.33,1.35
"023",2005,"12",24.94,0.75
"023",2006,"01",37.2,0.43
"023",2006,"02",29.95,0.12
"023",2006,"03",38.64,3.03
"023",2006,"04",55.44,3.48
"023",2006,"05",63.57,1.78
"023",2006,"06",73.17,3.05
"023",2006,"07",77.58,2.17
"023",2006,"08",73.99,6.22
"023",2006,"09",61.11,6.49
"023",2006,"10",49.89,0.88
"023",2006,"11",39.61,0.35
"023",2006,"12",32.49,2.61
"023",2007,"01",23.14,0.83
"023",2007,"02",22.6,1.19
"023",2007,"03",46.36,2.37
"023",2007,"04",48.85,4.38
"023",2007,"05",65.16,4.6
"023",2007,"06",71.19,2.21
"023",2007,"07",76.64,2.75
"023",2007,"08",76.87,9.59
"023",2007,"09",65.8,2.22
"023",2007,"10",56.1,4.77
"023",2007,"11",39.87,0.03
"023",2007,"12",21.85,2.06
"023",2008,"01",20.08,0.4
"023",2008,"02",23.65,0.55
"023",2008,"03",37.69,0.86
"023",2008,"04",45.43,3.74
"023",2008,"05",58.53,7.72
"023",2008,"06",71.11,6.28
"023",2008,"07",75.27,3.86
"023",2008,"08",72.52,1.24
"023",2008,"09",63.82,3.15
"023",2008,"10",52.72,6.64
"023",2008,"11",39.29,1.17
"023",2008,"12",20.75,1.02
"023",2009,"01",23.41,0.34
"023",2009,"02",31.21,0.58
"023",2009,"03",38.05,0.77
"023",2009,"04",47.98,2.13
"023",2009,"05",61.7,2.03
"023",2009,"06",69.78,6.47
"023",2009,"07",71.02,2.13
"023",2009,"08",70.45,5.06
"023",2009,"09",63.25,1.28
"023",2009,"10",44.73,4.05
"023",2009,"11",44.19,0.41
"023",2009,"12",19.08,2.05
"023",2010,"01",17.13,0.71
"023",2010,"02",21.07,0.78
"023",2010,"03",40.21,1.87
"023",2010,"04",55.47,2.31
"023",2010,"05",59.61,2.39
"023",2010,"06",72.41,10.35
"023",2010,"07",75.81,4.49
"023",2010,"08",76.62,3.48
"023",2010,"09",65.43,3.27
"023",2010,"10",55.76,0.61
"023",2010,"11",38.95,0.78
"023",2010,"12",24.64,0.19
"023",2011,"01",17.51,1.19
"023",2011,"02",25.95,0.38
"023",2011,"03",37.72,0.87
"023",2011,"04",50.04,3.42
"023",2011,"05",60.13,7.85
"023",2011,"06",70.81,3.78
"023",2011,"07",79.25,3.71
"023",2011,"08",73.71,5.17
"023",2011,"09",61.12,0.53
"023",2011,"10",55.11,1.6
"023",2011,"11",39.42,0.63
"023",2011,"12",29.07,1.16
"023",2012,"01",30.83,0.11
"023",2012,"02",29.25,1.37
"023",2012,"03",53.71,0.72
"023",2012,"04",55.89,2.71
"023",2012,"05",65.88,4.65
"023",2012,"06",72.91,3.31
"023",2012,"07",80.94,0.08
"023",2012,"08",72.99,1.51
"023",2012,"09",64.92,0.39
"023",2012,"10",49.28,1.55
"023",2012,"11",40.89,0.85
"023",2012,"12",28.4,1.55
"023",2013,"01",24.37,0.32
"023",2013,"02",28.54,0.47
"023",2013,"03",33.51,2.34
"023",2013,"04",44.82,3.52
"023",2013,"05",59.86,7.59
"023",2013,"06",70.57,3.45
"023",2013,"07",74.16,1.45
"023",2013,"08",74.43,2.2
"023",2013,"09",69.44,2.02
"023",2013,"10",51.91,5.1
"023",2013,"11",36.7,1.32
"023",2013,"12",22.23,0.15
"023",2014,"01",21.9,0.12
"023",2014,"02",20.8,0.44
"023",2014,"03",35.02,0.41
"023",2014,"04",50.22,3.43
"023",2014,"05",61.27,4.96
"023",2014,"06",71.15,8.25
"023",2014,"07",70.41,0.95
"023",2014,"08",72.59,7.38
"023",2014,"09",63.5,4.7
"023",2014,"10",54.28,2.21
"023",2014,"11",32,0.32
"023",2014,"12",28.96,0.88
"023",2015,"01",26.13,0.14
"023",2015,"02",21.16,1.02
"023",2015,"03",41.92,0.52
"023",2015,"04",52.34,3.59
"023",2015,"05",59.04,5.42
"023",2015,"06",70.63,5.54
"023",2015,"07",74.05,3.86
"023",2015,"08",70.84,5.36
"023",2015,"09",69.48,4.61
"023",2015,"10",55.89,0.96
"023",2015,"11",43.43,2.54
"023",2015,"12",31.82,2.57
"023",2016,"01",23.07,0.76
"023",2016,"02",33.13,0.89
"023",2016,"03",45.7,1.01
"023",2016,"04",52.59,5.63
"023",2016,"05",59.88,7.16
"023",2016,"06",75.76,1.63
"023",2016,"07",74.68,3.59
"023",2016,"08",73.04,4.24
"023",2016,"09",67.28,5.09
"023",2016,"10",55.94,2.01
"023",2016,"11",45.41,1.09
"023",2016,"12",24.6,1.1
"023",2017,"01",25.57,1.14
"023",2017,"02",36.23,0.52
"023",2017,"03",41.45,1.29
"023",2017,"04",51.12,2.88
"023",2017,"05",59.54,6.26
"023",2017,"06",73.04,3.41
"023",2017,"07",76.5,3.29
"023",2017,"08",69.01,7.17
"023",2017,"09",67.1,2.77
"023",2017,"10",53.24,4.74
"023",2017,"11",38.98,0.32
"023",2017,"12",26.74,0.3
"023",2018,"01",20.53,0.8
"023",2018,"02",20.8,0.67
"023",2018,"03",38.73,1.73
"023",2018,"04",41.54,0.63
"023",2018,"05",67.01,2.71
"023",2018,"06",74.55,6.78
"023",2018,"07",73.72,4.6
"023",2018,"08",72.12,4.21
"023",2018,"09",66.81,4.23
"023",2018,"10",48.52,3.02
"023",2018,"11",32.07,0.84
"023",2018,"12",28.33,2.97
"023",2019,"01",24.58,0.16
"023",2019,"02",17.26,1.21
"025",1998,"01",25.86,0.99
"025",1998,"02",37.17,1.68
"025",1998,"03",32.7,3.46
"025",1998,"04",51.35,3.98
"025",1998,"05",66.49,5.84
"025",1998,"06",69.71,7.21
"025",1998,"07",77.07,5.28
"025",1998,"08",75.87,3.73
"025",1998,"09",71.73,1.62
"025",1998,"10",56.43,2.88
"025",1998,"11",43.74,2.63
"025",1998,"12",31.91,0.21
"025",1999,"01",23.18,0.52
"025",1999,"02",36.5,1.35
"025",1999,"03",39.69,1.24
"025",1999,"04",51.53,6.45
"025",1999,"05",61.54,6.42
"025",1999,"06",70.05,6.29
"025",1999,"07",79.47,2.7
"025",1999,"08",72.91,3.18
"025",1999,"09",63.84,1.64
"025",1999,"10",53.6,0.05
"025",1999,"11",47.37,0.95
"025",1999,"12",31.71,0.55
"025",2000,"01",28.51,0.12
"025",2000,"02",36.37,1.47
"025",2000,"03",44.87,1.14
"025",2000,"04",52.2,1.3
"025",2000,"05",66.33,1.82
"025",2000,"06",71.11,6.77
"025",2000,"07",75.45,4.87
"025",2000,"08",77.68,1.5
"025",2000,"09",67.8,1.22
"025",2000,"10",57.36,2.54
"025",2000,"11",33.46,2.13
"025",2000,"12",15.39,1.01
"025",2001,"01",26.04,1.27
"025",2001,"02",22.05,2.44
"025",2001,"03",35.42,1.16
"025",2001,"04",55.53,2.8
"025",2001,"05",63.82,9.98
"025",2001,"06",70.79,2.76
"025",2001,"07",78.66,2.18
"025",2001,"08",75.87,0.81
"025",2001,"09",65.12,3.4
"025",2001,"10",54.05,1.78
"025",2001,"11",49.91,1.46
"025",2001,"12",33.04,0.48
"025",2002,"01",30.7,0.61
"025",2002,"02",31.62,0.59
"025",2002,"03",34.14,1
"025",2002,"04",52.99,2.43
"025",2002,"05",59.88,4.24
"025",2002,"06",76.71,1.21
"025",2002,"07",80.49,1.55
"025",2002,"08",75.7,8.03
"025",2002,"09",67.98,1.05
"025",2002,"10",48.36,4.13
"025",2002,"11",37.76,0.16
"025",2002,"12",32.43,0.01
"025",2003,"01",23.95,0.45
"025",2003,"02",25.05,1.1
"025",2003,"03",40.35,0.96
"025",2003,"04",53.56,3.04
"025",2003,"05",59.63,3.88
"025",2003,"06",68.9,3.75
"025",2003,"07",77.92,1.34
"025",2003,"08",77.56,1.43
"025",2003,"09",62.06,1.9
"025",2003,"10",56.21,1.16
"025",2003,"11",37.8,2.97
"025",2003,"12",31.24,1.06
"025",2004,"01",22.05,1.62
"025",2004,"02",25.3,1.08
"025",2004,"03",44.71,4.38
"025",2004,"04",53.96,1.18
"025",2004,"05",63.79,5.53
"025",2004,"06",68.54,3.24
"025",2004,"07",72.75,3.73
"025",2004,"08",69.84,2.38
"025",2004,"09",69.64,2.17
"025",2004,"10",55.53,0.58
"025",2004,"11",42.94,1.87
"025",2004,"12",30.69,0.34
"025",2005,"01",21.42,1.05
"025",2005,"02",34.32,2.95
"025",2005,"03",41.23,0.76
"025",2005,"04",54.77,4.5
"025",2005,"05",61.83,2.95
"025",2005,"06",74.73,4.36
"025",2005,"07",77.97,4.04
"025",2005,"08",74.66,1.88
"025",2005,"09",70.61,0.4
"025",2005,"10",54.82,1.53
"025",2005,"11",42.57,1.12
"025",2005,"12",24.53,0.84
"025",2006,"01",36.64,0.87
"025",2006,"02",29.84,0.12
"025",2006,"03",39.9,2.07
"025",2006,"04",56.68,4.2
"025",2006,"05",63.52,3.23
"025",2006,"06",73.54,1.83
"025",2006,"07",78.49,2.58
"025",2006,"08",74.71,7.17
"025",2006,"09",62.31,4.18
"025",2006,"10",51.3,1.39
"025",2006,"11",40.86,0.39
"025",2006,"12",33.51,2.46
"025",2007,"01",23.59,1.14
"025",2007,"02",22.5,1.26
"025",2007,"03",47.05,3.91
"025",2007,"04",49.87,4.28
"025",2007,"05",66.27,8.67
"025",2007,"06",71.83,2.27
"025",2007,"07",77.31,1.47
"025",2007,"08",78.22,8.3
"025",2007,"09",66.52,3.6
"025",2007,"10",57.56,6.55
"025",2007,"11",39.72,0.07
"025",2007,"12",23.45,2.16
"025",2008,"01",21.31,0.27
"025",2008,"02",23.5,0.59
"025",2008,"03",37.67,1.45
"025",2008,"04",46.8,4.49
"025",2008,"05",59.95,6.83
"025",2008,"06",71.73,10.07
"025",2008,"07",76.41,4.08
"025",2008,"08",73.2,1.05
"025",2008,"09",64.69,4.14
"025",2008,"10",53.91,5.15
"025",2008,"11",40.03,1.5
"025",2008,"12",22.89,0.81
"025",2009,"01",22.17,0.32
"025",2009,"02",31.66,0.66
"025",2009,"03",39.63,0.88
"025",2009,"04",49.42,2.65
"025",2009,"05",62.82,2.4
"025",2009,"06",71.47,6.1
"025",2009,"07",71.13,3.5
"025",2009,"08",71.17,4.05
"025",2009,"09",64.27,1.68
"025",2009,"10",46.76,4.2
"025",2009,"11",45.1,0.66
"025",2009,"12",20.52,2.59
"025",2010,"01",17.15,1
"025",2010,"02",21.63,0.78
"025",2010,"03",40.35,1.98
"025",2010,"04",56.97,3.47
"025",2010,"05",60.64,3.42
"025",2010,"06",73.6,9.95
"025",2010,"07",76.69,5.76
"025",2010,"08",77.31,3.26
"025",2010,"09",65.88,5.05
"025",2010,"10",56.32,0.3
"025",2010,"11",40.17,1.93
"025",2010,"12",24.91,0.22
"025",2011,"01",18.39,1.19
"025",2011,"02",26.2,0.58
"025",2011,"03",39.33,0.85
"025",2011,"04",51.28,3.64
"025",2011,"05",61.3,4.49
"025",2011,"06",71.8,4.66
"025",2011,"07",80.42,3.4
"025",2011,"08",74.66,6.37
"025",2011,"09",61.88,0.89
"025",2011,"10",56.01,0.55
"025",2011,"11",41.07,1.63
"025",2011,"12",30.9,1.92
"025",2012,"01",30.94,0.21
"025",2012,"02",31.14,2.2
"025",2012,"03",55.09,1.42
"025",2012,"04",57.13,3.84
"025",2012,"05",67.78,2.9
"025",2012,"06",74.23,4.28
"025",2012,"07",82.71,0.42
"025",2012,"08",74.25,1.49
"025",2012,"09",64.76,1.97
"025",2012,"10",50.99,3
"025",2012,"11",42.66,0.49
"025",2012,"12",29.66,1.44
"025",2013,"01",26.47,0.66
"025",2013,"02",29.16,0.69
"025",2013,"03",34.86,1.56
"025",2013,"04",46.11,4.23
"025",2013,"05",60.91,7.88
"025",2013,"06",71.17,3.85
"025",2013,"07",74.61,1.09
"025",2013,"08",74.86,1.48
"025",2013,"09",70.18,2.87
"025",2013,"10",52.43,3.92
"025",2013,"11",37.36,1.28
"025",2013,"12",22.12,0.25
"025",2014,"01",21.58,0.12
"025",2014,"02",21.76,0.62
"025",2014,"03",36.1,0.11
"025",2014,"04",51.28,3.09
"025",2014,"05",63.03,4.8
"025",2014,"06",71.76,8.19
"025",2014,"07",72.09,1.26
"025",2014,"08",73.85,7.02
"025",2014,"09",64.24,4.59
"025",2014,"10",55.22,4.46
"025",2014,"11",33.35,0.35
"025",2014,"12",30.92,1.53
"025",2015,"01",27.12,0.16
"025",2015,"02",21.04,1.36
"025",2015,"03",42.69,1.05
"025",2015,"04",53.85,3.32
"025",2015,"05",60.53,7.98
"025",2015,"06",71.78,6.6
"025",2015,"07",74.84,5.34
"025",2015,"08",71.92,5.57
"025",2015,"09",70.63,6.8
"025",2015,"10",56.57,0.69
"025",2015,"11",45.34,2.3
"025",2015,"12",33.98,5.12
"025",2016,"01",24.57,0.8
"025",2016,"02",34.61,0.84
"025",2016,"03",47.43,1.33
"025",2016,"04",54.14,4.85
"025",2016,"05",61.29,6.65
"025",2016,"06",76.5,2.82
"025",2016,"07",75.6,5.09
"025",2016,"08",73.99,9.76
"025",2016,"09",69.26,3.98
"025",2016,"10",57.7,1.52
"025",2016,"11",47.3,0.89
"025",2016,"12",25.95,1.49
"025",2017,"01",26.82,1.15
"025",2017,"02",38.28,0.73
"025",2017,"03",42.85,2.99
"025",2017,"04",53.31,2.95
"025",2017,"05",61.32,6.75
"025",2017,"06",73.35,4.71
"025",2017,"07",77.41,3.18
"025",2017,"08",70.02,3.48
