"cofips","year","month","temp","ppt"
"001",1998,"01",26.49,0.33
"001",1998,"02",35.87,0.62
"001",1998,"03",32.2,2.46
"001",1998,"04",48.79,3.3
"001",1998,"05",64.74,2.61
"001",1998,"06",68.65,3.83
"001",1998,"07",76.26,7.18
"001",1998,"08",74.8,2.25
"001",1998,"09",70.86,1.03
"001",1998,"10",54.77,1.73
"001",1998,"11",42.44,2.57
"001",1998,"12",30.85,0.07
"001",1999,"01",25.45,0.51
"001",1999,"02",37.96,0.19
"001",1999,"03",39.4,0.53
"001",1999,"04",49.68,4.42
"001",1999,"05",60.1,5.62
"001",1999,"06",67.91,6.13
"001",1999,"07",78.28,0.98
"001",1999,"08",72.59,4.84
"001",1999,"09",62.65,0.72
"001",1999,"10",52.57,0.08
"001",1999,"11",46.06,0.33
"001",1999,"12",32.65,0.23
"001",2000,"01",28.47,0.27
"001",2000,"02",35.06,1.55
"001",2000,"03",43.12,2.46
"001",2000,"04",50.04,1.12
"001",2000,"05",63.86,2.15
"001",2000,"06",69.62,3.56
"001",2000,"07",75.18,6.15
"001",2000,"08",78.08,1.55
"001",2000,"09",67.03,1.33
"001",2000,"10",54.86,2.05
"001",2000,"11",29.5,2.22
"001",2000,"12",18.01,0.5
"001",2001,"01",27.46,0.99
"001",2001,"02",21.51,1.25
"001",2001,"03",35.76,0.84
"001",2001,"04",53.92,2.92
"001",2001,"05",62.46,6.78
"001",2001,"06",70.57,1.72
"001",2001,"07",78.76,3.46
"001",2001,"08",75.18,2.55
"001",2001,"09",64.74,3.54
"001",2001,"10",52.74,1.43
"001",2001,"11",46.54,1.29
"001",2001,"12",32.27,0.11
"001",2002,"01",30.29,0.44
"001",2002,"02",31.17,0.34
"001",2002,"03",32.54,0.61
"001",2002,"04",51.57,1.46
"001",2002,"05",58.17,3.83
"001",2002,"06",76.3,1.05
"001",2002,"07",79.07,1.07
"001",2002,"08",75,3.57
"001",2002,"09",66.38,2.22
"001",2002,"10",46.31,3.91
"001",2002,"11",38.8,0.17
"001",2002,"12",32.88,0.02
"001",2003,"01",26.28,0.36
"001",2003,"02",26.02,0.91
"001",2003,"03",40.86,0.66
"001",2003,"04",52.03,4.14
"001",2003,"05",58.77,4.16
"001",2003,"06",68.67,3.91
"001",2003,"07",77.88,0.47
"001",2003,"08",76.53,1.59
"001",2003,"09",62.1,3.08
"001",2003,"10",55.65,0.92
"001",2003,"11",37.08,0.69
"001",2003,"12",31.44,0.09
"001",2004,"01",22.62,0.93
"001",2004,"02",24.3,1.29
"001",2004,"03",44.83,2.22
"001",2004,"04",52.38,1.5
"001",2004,"05",62.96,3.97
"001",2004,"06",67.82,2.64
"001",2004,"07",72,4.47
"001",2004,"08",70.2,1.03
"001",2004,"09",69.15,4.55
"001",2004,"10",53.56,1.53
"001",2004,"11",40.41,2.05
"001",2004,"12",31.66,0.05
"001",2005,"01",22.24,0.7
"001",2005,"02",34.38,1
"001",2005,"03",41.25,2.25
"001",2005,"04",51.85,2.18
"001",2005,"05",60.78,4.09
"001",2005,"06",72.63,4.6
"001",2005,"07",77.52,2.2
"001",2005,"08",73.8,3.09
"001",2005,"09",70.02,0.94
"001",2005,"10",55.22,1.46
"001",2005,"11",41.99,1.28
"001",2005,"12",25.59,0.41
"001",2006,"01",38.12,0.16
"001",2006,"02",30.4,0.04
"001",2006,"03",38.46,2.72
"001",2006,"04",55.6,2.04
"001",2006,"05",63.18,2.68
"001",2006,"06",73.27,3.8
"001",2006,"07",77.74,2.5
"001",2006,"08",74.03,5.25
"001",2006,"09",61.23,3.36
"001",2006,"10",49.51,1.36
"001",2006,"11",38.5,0.31
"001",2006,"12",31.33,2.28
"001",2007,"01",22.86,0.56
"001",2007,"02",24.51,0.94
"001",2007,"03",47.26,2.15
"001",2007,"04",48.58,3.49
"001",2007,"05",64.11,6
"001",2007,"06",70.84,2.81
"001",2007,"07",76.6,4.7
"001",2007,"08",77.14,3.51
"001",2007,"09",65.79,2.13
"001",2007,"10",55.42,4.39
"001",2007,"11",40.17,0.05
"001",2007,"12",21.92,1.79
"001",2008,"01",20.68,0.18
"001",2008,"02",27.09,0.36
"001",2008,"03",38.77,1.23
"001",2008,"04",46.06,3.64
"001",2008,"05",58.33,6.21
"001",2008,"06",69.91,5.77
"001",2008,"07",75.83,5.27
"001",2008,"08",71.89,2.24
"001",2008,"09",63.97,2.14
"001",2008,"10",52.09,7.25
"001",2008,"11",39.6,1.01
"001",2008,"12",22.42,0.56
"001",2009,"01",26.64,0.2
"001",2009,"02",31.91,0.5
"001",2009,"03",38.5,0.13
"001",2009,"04",48.76,2.02
"001",2009,"05",61.57,2.11
"001",2009,"06",69.55,4.17
"001",2009,"07",71.74,2.35
"001",2009,"08",71.44,4.37
"001",2009,"09",62.64,1.84
"001",2009,"10",44.6,3.87
"001",2009,"11",43.88,0.29
"001",2009,"12",18.81,1.18
"001",2010,"01",20.64,0.19
"001",2010,"02",24.13,0.65
"001",2010,"03",41.2,2.96
"001",2010,"04",54.19,3.31
"001",2010,"05",58.21,5.58
"001",2010,"06",72.45,7
"001",2010,"07",76.05,2.75
"001",2010,"08",76.5,3.35
"001",2010,"09",65.52,2.53
"001",2010,"10",55.78,0.2
"001",2010,"11",38.53,0.85
"001",2010,"12",26.01,0.2
"001",2011,"01",19.35,1
"001",2011,"02",26.92,0.38
"001",2011,"03",38.73,0.46
"001",2011,"04",49.93,3.73
"001",2011,"05",59.2,5.91
"001",2011,"06",71.26,3.1
"001",2011,"07",79.18,4.81
"001",2011,"08",74.32,4.34
"001",2011,"09",60.82,0.62
"001",2011,"10",54.45,1.73
"001",2011,"11",39.34,0.44
"001",2011,"12",29.43,1
"001",2012,"01",31.91,0.15
"001",2012,"02",30.69,1.82
"001",2012,"03",52.95,0.94
"001",2012,"04",55.81,2.81
"001",2012,"05",65.7,3.4
"001",2012,"06",74.21,2.79
"001",2012,"07",80.82,1.56
"001",2012,"08",73.02,1.99
"001",2012,"09",64.99,0.56
"001",2012,"10",49.6,1.33
"001",2012,"11",41.56,0.58
"001",2012,"12",28.29,1.56
"001",2013,"01",25.16,0.41
"001",2013,"02",30.24,1
"001",2013,"03",35.76,2
"001",2013,"04",45.36,2.5
"001",2013,"05",60.46,5.44
"001",2013,"06",71.26,1.41
"001",2013,"07",74.62,1.78
"001",2013,"08",74.91,3.4
"001",2013,"09",70.11,1.79
"001",2013,"10",52.48,3.7
"001",2013,"11",37.74,1.12
"001",2013,"12",25.43,0.14
"001",2014,"01",25.97,0.34
"001",2014,"02",23.38,0.57
"001",2014,"03",36.86,0.19
"001",2014,"04",51.15,3.43
"001",2014,"05",61.83,1.99
"001",2014,"06",71.35,8.66
"001",2014,"07",72.84,1.84
"001",2014,"08",74.01,7.2
"001",2014,"09",64.06,1.74
"001",2014,"10",54.73,1.61
"001",2014,"11",34.48,0.21
"001",2014,"12",29.93,0.64
"001",2015,"01",28.53,0.35
"001",2015,"02",25.63,0.49
"001",2015,"03",44.22,0.2
"001",2015,"04",52.65,3.2
"001",2015,"05",58.98,3.74
"001",2015,"06",71.28,7.83
"001",2015,"07",75.09,3.46
"001",2015,"08",72.07,2.39
"001",2015,"09",71.4,1.64
"001",2015,"10",56.75,1.51
"001",2015,"11",43.2,2.11
"001",2015,"12",32.72,2.14
"001",2016,"01",27.75,0.45
"001",2016,"02",35.38,1.22
"001",2016,"03",45.91,0.53
"001",2016,"04",52.5,5.94
"001",2016,"05",59.47,3.94
"001",2016,"06",75.88,0.72
"001",2016,"07",76.39,2.98
"001",2016,"08",74.07,3.1
"001",2016,"09",67.12,2.59
"001",2016,"10",57.25,0.42
"001",2016,"11",45.84,1.45
"001",2016,"12",26.28,0.71
"001",2017,"01",27.59,1.02
"001",2017,"02",38.41,0.29
"001",2017,"03",43.41,1.24
"001",2017,"04",51.85,3.17
"001",2017,"05",59.97,6.68
"001",2017,"06",73.45,1.76
"001",2017,"07",77.52,4.09
"001",2017,"08",70.14,4.51
"001",2017,"09",67.98,2.27
"001",2017,"10",53.19,4.59
"001",2017,"11",41,0.11
"001",2017,"12",27.86,0.31
"001",2018,"01",24.19,0.5
"001",2018,"02",23.61,0.6
"001",2018,"03",40.44,1.1
"001",2018,"04",42.8,1.26
"001",2018,"05",66.27,3.53
"001",2018,"06",75.47,5.58
"001",2018,"07",74.8,3.06
"001",2018,"08",72.59,3.79
"001",2018,"09",67.08,4.31
"001",2018,"10",49.3,3.52
"001",2018,"11",34.95,1.16
"001",2018,"12",29.82,3.29
"001",2019,"01",27.28,0.16
"001",2019,"02",19.36,0.97
"003",1998,"01",24.13,0.14
"003",1998,"02",33.31,0.33
"003",1998,"03",28.94,3.47
"003",1998,"04",47.19,3.75
"003",1998,"05",63.19,2.65
"003",1998,"06",65.62,6
"003",1998,"07",74.71,3.13
"003",1998,"08",72.95,4.4
"003",1998,"09",68.04,0.29
"003",1998,"10",52.12,4.48
"003",1998,"11",39.9,2.26
"003",1998,"12",28.65,0.26
"003",1999,"01",22.15,0.39
"003",1999,"02",34.41,0.88
"003",1999,"03",37.31,1.25
"003",1999,"04",47.68,4.88
"003",1999,"05",59.02,2.79
"003",1999,"06",66.47,7.76
"003",1999,"07",76.3,2.83
"003",1999,"08",71.15,1.2
"003",1999,"09",60.6,0.81
"003",1999,"10",50.49,0.23
"003",1999,"11",44.58,0.16
"003",1999,"12",29.97,0.37
"003",2000,"01",26.08,0.21
"003",2000,"02",33.98,1.48
"003",2000,"03",41.9,0.99
"003",2000,"04",48.15,1.45
"003",2000,"05",61.52,5.73
"003",2000,"06",67.1,2.31
"003",2000,"07",73.99,3.89
"003",2000,"08",75.16,0.92
"003",2000,"09",63.72,1.19
"003",2000,"10",52.7,2.77
"003",2000,"11",26.94,1.54
"003",2000,"12",14.13,0.39
"003",2001,"01",24.21,1.53
"003",2001,"02",17.92,0.69
"003",2001,"03",32.4,0.8
"003",2001,"04",49.68,4.83
"003",2001,"05",60.39,3.93
"003",2001,"06",68.18,2.11
"003",2001,"07",75.4,4.86
"003",2001,"08",72.84,3.81
"003",2001,"09",62.35,3.45
"003",2001,"10",50.59,0.78
"003",2001,"11",45.01,3.24
"003",2001,"12",28.96,0.1
"003",2002,"01",28.62,0.25
"003",2002,"02",31.55,0.4
"003",2002,"03",28.51,0.95
"003",2002,"04",49.82,2.18
"003",2002,"05",55.4,2.06
"003",2002,"06",73.53,2.38
"003",2002,"07",78.31,0.84
"003",2002,"08",71.71,4.77
"003",2002,"09",63.46,1.85
"003",2002,"10",43.57,3.55
"003",2002,"11",35.53,0.3
"003",2002,"12",30.34,0.1
"003",2003,"01",22.37,0.62
"003",2003,"02",23.47,0.74
"003",2003,"03",36.91,1.05
"003",2003,"04",50.13,3.18
"003",2003,"05",56.46,3.13
"003",2003,"06",66.33,4.26
"003",2003,"07",74.35,3.54
"003",2003,"08",74.7,1.11
"003",2003,"09",61.03,2.14
"003",2003,"10",54.16,0.96
"003",2003,"11",33.84,1.05
"003",2003,"12",29.57,0.21
"003",2004,"01",19.6,0.51
"003",2004,"02",22.66,0.8
"003",2004,"03",42.01,2.8
"003",2004,"04",50.85,1.88
"003",2004,"05",59.7,5.12
"003",2004,"06",64.94,3.3
"003",2004,"07",70.77,3.51
"003",2004,"08",68.22,0.78
"003",2004,"09",66.81,5.85
"003",2004,"10",51.35,0.68
"003",2004,"11",38.84,1.8
"003",2004,"12",28.87,0.07
"003",2005,"01",19.67,0.37
"003",2005,"02",33.31,0.93
"003",2005,"03",38.1,1.76
"003",2005,"04",50.97,4.01
"003",2005,"05",57.96,3.5
"003",2005,"06",70.99,6.64
"003",2005,"07",75.18,0.97
"003",2005,"08",72.41,4.13
"003",2005,"09",67.82,2.69
"003",2005,"10",51.58,0.63
"003",2005,"11",40.12,2.35
"003",2005,"12",21.99,0.65
"003",2006,"01",36.23,0.23
"003",2006,"02",26.78,0.3
"003",2006,"03",34.95,3.28
"003",2006,"04",53.22,3.49
"003",2006,"05",61.36,0.55
"003",2006,"06",70.68,4.22
"003",2006,"07",76.8,0.67
"003",2006,"08",72.03,4.48
"003",2006,"09",59.07,4.97
"003",2006,"10",47.71,1.28
"003",2006,"11",36.46,0.42
"003",2006,"12",29.52,3.25
"003",2007,"01",20.35,0.74
"003",2007,"02",18.91,1.57
"003",2007,"03",43.32,3.17
"003",2007,"04",46.13,5.59
"003",2007,"05",62.89,5.76
"003",2007,"06",69.4,2.95
"003",2007,"07",74.93,2.61
"003",2007,"08",74.1,7.27
"003",2007,"09",64.04,2.58
"003",2007,"10",53.26,5.91
"003",2007,"11",38.62,0.04
"003",2007,"12",20.55,1.69
"003",2008,"01",19.26,0.45
"003",2008,"02",21.96,0.55
"003",2008,"03",35.74,0.91
"003",2008,"04",43.75,3.11
"003",2008,"05",55.67,8.33
"003",2008,"06",67.98,3.79
"003",2008,"07",73.65,3.32
"003",2008,"08",70.48,2.33
"003",2008,"09",62.64,3.6
"003",2008,"10",49.62,5.76
"003",2008,"11",36.86,0.8
"003",2008,"12",17.8,1.16
"003",2009,"01",21.09,0.55
"003",2009,"02",29.35,0.88
"003",2009,"03",35.53,0.93
"003",2009,"04",45.27,2.15
"003",2009,"05",59.05,1.32
"003",2009,"06",66.6,4.6
"003",2009,"07",69.31,1.72
"003",2009,"08",68.83,5.36
"003",2009,"09",61.41,0.86
"003",2009,"10",42.76,5
"003",2009,"11",41.95,0.03
"003",2009,"12",17.2,1.83
"003",2010,"01",16.63,0.66
"003",2010,"02",17.96,1.05
"003",2010,"03",38.82,1.58
"003",2010,"04",52.93,2.7
"003",2010,"05",57.29,3.34
"003",2010,"06",69.1,9.67
"003",2010,"07",74.01,3.41
"003",2010,"08",74.32,3.66
"003",2010,"09",62.71,3.36
"003",2010,"10",53.47,0.76
"003",2010,"11",36,0.41
"003",2010,"12",21.99,0.71
"003",2011,"01",15.37,1.46
"003",2011,"02",23.7,0.67
"003",2011,"03",34.39,1.01
"003",2011,"04",46.87,3.17
"003",2011,"05",57.09,5.45
"003",2011,"06",68.18,4.61
"003",2011,"07",78.01,2.35
"003",2011,"08",72.36,4.34
"003",2011,"09",59.34,0.82
"003",2011,"10",52.86,1.94
"003",2011,"11",37.44,0.08
"003",2011,"12",27.61,0.68
"003",2012,"01",29.07,0.26
"003",2012,"02",27.93,1.83
"003",2012,"03",51.1,0.47
"003",2012,"04",53.46,3.77
"003",2012,"05",62.89,4.14
"003",2012,"06",71.98,1.22
"003",2012,"07",80.56,0.25
"003",2012,"08",72.3,1.18
"003",2012,"09",64.04,0.23
"003",2012,"10",47.3,0.45
"003",2012,"11",37.56,0.26
"003",2012,"12",25.45,0.68
"003",2013,"01",24.57,0.34
"003",2013,"02",26.69,0.74
"003",2013,"03",31.19,1.13
"003",2013,"04",41.85,3.6
"003",2013,"05",57.92,6.57
"003",2013,"06",68.11,1.95
"003",2013,"07",72.82,1.48
"003",2013,"08",72.43,4.07
"003",2013,"09",67.89,1.56
"003",2013,"10",49.03,4.07
"003",2013,"11",34.9,0.58
"003",2013,"12",19.53,0.11
"003",2014,"01",21.58,0.06
"003",2014,"02",18.68,0.4
"003",2014,"03",32.18,0.46
"003",2014,"04",48.38,2.26
"003",2014,"05",58.32,1.18
"003",2014,"06",68.58,8.36
"003",2014,"07",69.24,3.14
"003",2014,"08",70.16,5.88
"003",2014,"09",62.2,1.8
"003",2014,"10",51.76,1.07
"003",2014,"11",29.64,0.37
"003",2014,"12",26.33,1.36
"003",2015,"01",24.85,0.28
"003",2015,"02",21.96,0.51
"003",2015,"03",40.53,0.53
"003",2015,"04",50.76,1.77
"003",2015,"05",57.94,3.98
"003",2015,"06",69.42,5
"003",2015,"07",73.09,4.18
"003",2015,"08",69.64,4.81
"003",2015,"09",68.07,3.03
"003",2015,"10",54.41,1.69
"003",2015,"11",40.82,2.63
"003",2015,"12",28.8,1.33
"003",2016,"01",22.6,0.44
"003",2016,"02",32.7,1.26
"003",2016,"03",42.82,1.79
"003",2016,"04",50.13,5.18
"003",2016,"05",58.69,6.65
"003",2016,"06",73.33,2.59
"003",2016,"07",72.61,4.16
"003",2016,"08",71.44,2.68
"003",2016,"09",64.74,2.56
"003",2016,"10",53.92,1.29
"003",2016,"11",43.7,1.45
"003",2016,"12",22.32,0.66
"003",2017,"01",23.11,1.16
"003",2017,"02",33.64,1.04
"003",2017,"03",38.93,1.71
"003",2017,"04",48.88,3.81
"003",2017,"05",57.52,4.96
"003",2017,"06",71.65,0.9
"003",2017,"07",75.87,2.51
"003",2017,"08",67.57,6.15
"003",2017,"09",64.58,2.67
"003",2017,"10",51.03,6.01
"003",2017,"11",38.14,0.12
"003",2017,"12",25.65,0.31
"003",2018,"01",19.69,1.18
"003",2018,"02",18.64,0.57
"003",2018,"03",36.03,1.44
"003",2018,"04",39.61,1.83
"003",2018,"05",64.26,3.12
"003",2018,"06",72.43,7.48
"003",2018,"07",72.37,5.63
"003",2018,"08",70.39,2.43
"003",2018,"09",65.07,1.94
"003",2018,"10",46.45,3.22
"003",2018,"11",31.44,1.11
"003",2018,"12",25.97,2.16
"003",2019,"01",22.57,0.21
"003",2019,"02",14.22,1.05
"005",1998,"01",27.46,0.33
"005",1998,"02",35.37,0.28
"005",1998,"03",33.28,0.76
"005",1998,"04",46.02,0.91
"005",1998,"05",59.68,4.38
"005",1998,"06",62.19,4.45
"005",1998,"07",74.53,3.16
"005",1998,"08",72.52,1.77
"005",1998,"09",67.95,0.79
"005",1998,"10",49.37,2.67
"005",1998,"11",39.2,2.04
"005",1998,"12",28.18,0.08
"005",1999,"01",28.87,0.07
"005",1999,"02",37.53,0.26
"005",1999,"03",39.43,0.55
"005",1999,"04",44.92,4.56
"005",1999,"05",56.46,2.03
"005",1999,"06",66.16,3.58
"005",1999,"07",74.52,2.39
"005",1999,"08",70.81,3.55
"005",1999,"09",57.97,1.88
"005",1999,"10",49.66,0.01
"005",1999,"11",43.99,0.28
"005",1999,"12",33.53,0.03
"005",2000,"01",29.19,0.34
"005",2000,"02",34.93,0.39
"005",2000,"03",40.57,1.93
"005",2000,"04",47.75,1.59
"005",2000,"05",59.92,2.07
"005",2000,"06",65.93,1.47
"005",2000,"07",75.49,1.36
"005",2000,"08",75.92,0.71
"005",2000,"09",63.21,1.79
"005",2000,"10",50.54,3.43
"005",2000,"11",26.69,0.44
"005",2000,"12",21.67,0.06
"005",2001,"01",29.01,0.36
"005",2001,"02",24.13,0.33
"005",2001,"03",37.96,0.25
"005",2001,"04",48.52,3.48
"005",2001,"05",57.15,2.2
"005",2001,"06",67.3,1.57
"005",2001,"07",76.17,4.4
"005",2001,"08",72.82,1.8
"005",2001,"09",63.52,3.94
"005",2001,"10",49.98,0.69
"005",2001,"11",41.56,1
"005",2001,"12",29.41,0.01
"005",2002,"01",29.17,0.16
"005",2002,"02",32.49,0.02
"005",2002,"03",30.04,0.46
"005",2002,"04",48.63,1.38
"005",2002,"05",54.54,0.81
"005",2002,"06",72.39,1.34
"005",2002,"07",76.21,2.4
"005",2002,"08",71.67,3.59
"005",2002,"09",62.13,1.15
"005",2002,"10",43.16,1.55
"005",2002,"11",36.64,0.06
"005",2002,"12",31.69,0.1
"005",2003,"01",29.41,0.3
"005",2003,"02",25.43,0.48
"005",2003,"03",38.25,0.95
"005",2003,"04",49.23,2.27
"005",2003,"05",56.55,2.84
"005",2003,"06",64.26,3.25
"005",2003,"07",75.7,2.45
"005",2003,"08",74.1,0.84
"005",2003,"09",60.06,1.14
"005",2003,"10",53.98,0.18
"005",2003,"11",33.93,0.25
"005",2003,"12",29.61,0.13
"005",2004,"01",26.85,0.15
"005",2004,"02",29.17,0.57
"005",2004,"03",42.44,0.89
"005",2004,"04",48.72,3.01
"005",2004,"05",59.14,1.76
"005",2004,"06",63.1,3.47
"005",2004,"07",70.81,4.37
"005",2004,"08",66.85,1.57
"005",2004,"09",63.86,3.07
"005",2004,"10",50.99,1.69
"005",2004,"11",36.1,0.78
"005",2004,"12",31.14,0.03
"005",2005,"01",25.03,0.38
"005",2005,"02",34.21,0.23
"005",2005,"03",38.98,0.82
"005",2005,"04",46.44,2.64
"005",2005,"05",55.6,2.09
"005",2005,"06",67.37,6.05
"005",2005,"07",74.39,1.57
"005",2005,"08",70.97,3.34
"005",2005,"09",65.23,0.26
"005",2005,"10",49.6,1.71
"005",2005,"11",41.04,0.36
"005",2005,"12",26.96,0.16
"005",2006,"01",36.81,0.47
"005",2006,"02",27.72,0.3
"005",2006,"03",36.3,0.74
"005",2006,"04",50.97,1.54
"005",2006,"05",59.5,0.71
"005",2006,"06",71.24,3.82
"005",2006,"07",76.53,1.45
"005",2006,"08",71.47,2.82
"005",2006,"09",56.43,2.51
"005",2006,"10",46.13,0.81
"005",2006,"11",37.15,0.01
"005",2006,"12",29.03,1.35
"005",2007,"01",19.92,0.55
"005",2007,"02",24.69,0.53
"005",2007,"03",45.52,2.16
"005",2007,"04",44.64,3.91
"005",2007,"05",59.88,3.95
"005",2007,"06",66.58,4.59
"005",2007,"07",74.52,3.12
"005",2007,"08",74.26,3.92
"005",2007,"09",64.17,1.16
"005",2007,"10",51.96,1.37
"005",2007,"11",38.71,0.03
"005",2007,"12",21.27,0.9
"005",2008,"01",21.97,0.01
"005",2008,"02",28.71,0.04
"005",2008,"03",37.18,0.47
"005",2008,"04",43.59,2.89
"005",2008,"05",54.7,4.02
"005",2008,"06",65.19,2.59
"005",2008,"07",74.66,2.51
"005",2008,"08",70.7,1.38
"005",2008,"09",60.76,2.51
"005",2008,"10",48.97,2.21
"005",2008,"11",38.75,0.52
"005",2008,"12",21.92,0.21
"005",2009,"01",27.07,0.76
"005",2009,"02",32.68,0.98
"005",2009,"03",36.9,0.67
"005",2009,"04",44.13,3.83
"005",2009,"05",56.75,2.97
"005",2009,"06",64.65,7.13
"005",2009,"07",69.66,3.44
"005",2009,"08",68.43,3.03
"005",2009,"09",60.48,1.94
"005",2009,"10",39.58,2.01
"005",2009,"11",40.32,0.12
"005",2009,"12",18.57,0.5
"005",2010,"01",25.99,0.33
"005",2010,"02",24.08,1
"005",2010,"03",38.05,1.36
"005",2010,"04",48.83,3.46
"005",2010,"05",53.85,2.06
"005",2010,"06",67.64,4.91
"005",2010,"07",73.09,5.2
"005",2010,"08",73.06,2.83
"005",2010,"09",61.68,0.93
"005",2010,"10",52.45,0.93
"005",2010,"11",35.58,0.52
"005",2010,"12",28.56,0.2
"005",2011,"01",23.52,0.6
"005",2011,"02",23.05,0.73
"005",2011,"03",36.95,1.03
"005",2011,"04",45.41,2.31
"005",2011,"05",52.7,5.31
"005",2011,"06",66.42,4.4
"005",2011,"07",75.92,4.48
"005",2011,"08",73.8,4.32
"005",2011,"09",59.4,1.68
"005",2011,"10",51.08,0.88
"005",2011,"11",37.2,0.5
"005",2011,"12",28.09,0.05
"005",2012,"01",29.48,0.03
"005",2012,"02",28.69,0.39
"005",2012,"03",47.71,0.28
"005",2012,"04",51.75,3.22
"005",2012,"05",59.47,1.1
"005",2012,"06",73.06,0.51
"005",2012,"07",78.28,0.6
"005",2012,"08",72.36,1.7
"005",2012,"09",62.53,0.2
"005",2012,"10",46.98,0.67
"005",2012,"11",39.69,0.1
"005",2012,"12",27.18,0.3
"005",2013,"01",25.16,0.22
"005",2013,"02",28.33,1.13
"005",2013,"03",35.44,0.77
"005",2013,"04",40.66,0.97
"005",2013,"05",56.73,5.37
"005",2013,"06",67.01,2.69
"005",2013,"07",71.67,1.92
"005",2013,"08",73.02,2.71
"005",2013,"09",66.42,2.01
"005",2013,"10",46.87,1.11
"005",2013,"11",34.81,0.86
"005",2013,"12",24.4,0.16
"005",2014,"01",28.08,0.3
"005",2014,"02",19.2,0.78
"005",2014,"03",35.38,0.68
"005",2014,"04",45.86,0.83
"005",2014,"05",56.28,2.84
"005",2014,"06",65.77,8.52
"005",2014,"07",70.72,1.47
"005",2014,"08",71.42,3.59
"005",2014,"09",61.88,1.97
"005",2014,"10",52.72,1.1
"005",2014,"11",31.82,0.23
"005",2014,"12",26.74,0.77
"005",2015,"01",27.73,0.18
"005",2015,"02",28.65,0.77
"005",2015,"03",42.89,0.09
"005",2015,"04",48.99,3.04
"005",2015,"05",53.65,7.32
"005",2015,"06",68.72,4.09
"005",2015,"07",72.41,2.62
"005",2015,"08",70.45,1.65
"005",2015,"09",67.62,1.97
"005",2015,"10",52.86,1.47
"005",2015,"11",37.83,1.04
"005",2015,"12",28.13,0.96
"005",2016,"01",26.76,0.19
"005",2016,"02",35.65,0.65
"005",2016,"03",43.03,0.86
"005",2016,"04",47.86,4.37
"005",2016,"05",54.81,2.72
"005",2016,"06",71.38,3.32
"005",2016,"07",73,3.75
"005",2016,"08",70.34,1.29
"005",2016,"09",63.1,0.73
"005",2016,"10",54.72,1.94
"005",2016,"11",43.11,0.35
"005",2016,"12",24.55,0.52
"005",2017,"01",23.67,0.8
"005",2017,"02",34.61,0.45
"005",2017,"03",43.14,1.13
"005",2017,"04",48.61,2.12
"005",2017,"05",55,3.97
"005",2017,"06",68.67,0.62
"005",2017,"07",75.74,2.8
"005",2017,"08",68.68,2.32
"005",2017,"09",63.12,2.43
"005",2017,"10",49.55,1.57
"005",2017,"11",39.65,0.22
"005",2017,"12",26.4,0.34
"005",2018,"01",24.15,0.57
"005",2018,"02",23.45,0.44
"005",2018,"03",38.23,0.57
"005",2018,"04",39.83,2.25
"005",2018,"05",61.03,7.46
"005",2018,"06",70.38,3.75
"005",2018,"07",72.54,5.65
"005",2018,"08",69.24,0.92
"005",2018,"09",65.12,1.43
"005",2018,"10",45.84,1.96
"005",2018,"11",33.3,0.73
"005",2018,"12",28.35,0.54
"005",2019,"01",28.45,0.03
"005",2019,"02",18.09,0.33
"007",1998,"01",30.16,0.14
"007",1998,"02",33.93,1.11
"007",1998,"03",33.58,1.17
"007",1998,"04",43.92,1.16
"007",1998,"05",57.11,2.12
"007",1998,"06",60.06,1.93
"007",1998,"07",72.25,4.85
"007",1998,"08",70.2,1.54
"007",1998,"09",66.09,0.78
"007",1998,"10",47.23,3.29
"007",1998,"11",39.52,0.84
"007",1998,"12",27.27,0.68
"007",1999,"01",32.02,0.13
"007",1999,"02",37.62,0.1
"007",1999,"03",39.99,0.68
"007",1999,"04",42.24,3.55
"007",1999,"05",53.6,2.1
"007",1999,"06",64.08,2.55
"007",1999,"07",72.7,1.84
"007",1999,"08",70.03,2.25
"007",1999,"09",56.86,2.83
"007",1999,"10",48.96,0.14
"007",1999,"11",43.41,0.23
"007",1999,"12",33.31,0.46
"007",2000,"01",30.79,0.66
"007",2000,"02",36.21,0.72
"007",2000,"03",39.25,1.81
"007",2000,"04",46.26,1.72
"007",2000,"05",57.74,1.96
"007",2000,"06",64.8,0.87
"007",2000,"07",74.07,1.43
"007",2000,"08",73.76,0.76
"007",2000,"09",60.75,2.93
"007",2000,"10",48.54,1.69
"007",2000,"11",26.24,0.53
"007",2000,"12",24.51,0.35
"007",2001,"01",28.63,0.42
"007",2001,"02",26.28,0.55
"007",2001,"03",37.15,0.54
"007",2001,"04",46.38,3.28
"007",2001,"05",55.04,3.13
"007",2001,"06",65.66,1.06
"007",2001,"07",75,2.42
"007",2001,"08",71.08,0.21
"007",2001,"09",62.82,1.78
"007",2001,"10",47.77,1.13
"007",2001,"11",39.42,0.81
"007",2001,"12",29.59,0.03
"007",2002,"01",28.96,0.04
"007",2002,"02",30.56,0.25
"007",2002,"03",30,0.66
"007",2002,"04",47.23,0.39
"007",2002,"05",53.65,0.72
"007",2002,"06",70.36,1.28
"007",2002,"07",75.61,0.62
"007",2002,"08",69.44,3.57
"007",2002,"09",60.85,0.86
"007",2002,"10",41.54,1.19
"007",2002,"11",34.7,0.33
"007",2002,"12",32.5,0.02
"007",2003,"01",33.35,0.19
"007",2003,"02",25.77,0.56
