district_year,location,year,POP,fips
Alabama-Cullman:2012,Alabama-Cullman,2012,80279,01043
Alabama-Cullman:2013,Alabama-Cullman,2013,80690,01043
Alabama-Cullman:2014,Alabama-Cullman,2014,81068,01043
Alabama-Cullman:2015,Alabama-Cullman,2015,81761,01043
Alabama-Cullman:2016,Alabama-Cullman,2016,82450,01043
Alabama-Cullman:2017,Alabama-Cullman,2017,82867,01043
Alabama-Cullman:2018,Alabama-Cullman,2018,83418,01043
Alabama-Cullman:2019,Alabama-Cullman,2019,83768,01043
Alabama-Dale:2000,Alabama-Dale,2000,49124,01045
Alabama-Dale:2001,Alabama-Dale,2001,49254,01045
Alabama-Dale:2002,Alabama-Dale,2002,49373,01045
Alabama-Dale:2003,Alabama-Dale,2003,49215,01045
Alabama-Dale:2004,Alabama-Dale,2004,49245,01045
Alabama-Dale:2005,Alabama-Dale,2005,49050,01045
Alabama-Dale:2006,Alabama-Dale,2006,49077,01045
Alabama-Dale:2007,Alabama-Dale,2007,49488,01045
Alabama-Dale:2008,Alabama-Dale,2008,49871,01045
Alabama-Dale:2009,Alabama-Dale,2009,49854,01045
Alabama-Dale:2010,Alabama-Dale,2010,50394,01045
Alabama-Dale:2011,Alabama-Dale,2011,50122,01045
Alabama-Dale:2012,Alabama-Dale,2012,50289,01045
Alabama-Dale:2013,Alabama-Dale,2013,49771,01045
Alabama-Dale:2014,Alabama-Dale,2014,49414,01045
Alabama-Dale:2015,Alabama-Dale,2015,49365,01045
Alabama-Dale:2016,Alabama-Dale,2016,49362,01045
Alabama-Dale:2017,Alabama-Dale,2017,49342,01045
Alabama-Dale:2018,Alabama-Dale,2018,49143,01045
Alabama-Dale:2019,Alabama-Dale,2019,49172,01045
Alabama-Dallas:2000,Alabama-Dallas,2000,46198,01047
Alabama-Dallas:2001,Alabama-Dallas,2001,46132,01047
Alabama-Dallas:2002,Alabama-Dallas,2002,45377,01047
Alabama-Dallas:2003,Alabama-Dallas,2003,45170,01047
Alabama-Dallas:2004,Alabama-Dallas,2004,44795,01047
Alabama-Dallas:2005,Alabama-Dallas,2005,44434,01047
Alabama-Dallas:2006,Alabama-Dallas,2006,44323,01047
Alabama-Dallas:2007,Alabama-Dallas,2007,44194,01047
Alabama-Dallas:2008,Alabama-Dallas,2008,44265,01047
Alabama-Dallas:2009,Alabama-Dallas,2009,43759,01047
Alabama-Dallas:2010,Alabama-Dallas,2010,43854,01047
Alabama-Dallas:2011,Alabama-Dallas,2011,43251,01047
Alabama-Dallas:2012,Alabama-Dallas,2012,42789,01047
Alabama-Dallas:2013,Alabama-Dallas,2013,41976,01047
Alabama-Dallas:2014,Alabama-Dallas,2014,41554,01047
Alabama-Dallas:2015,Alabama-Dallas,2015,40936,01047
Alabama-Dallas:2016,Alabama-Dallas,2016,40080,01047
Alabama-Dallas:2017,Alabama-Dallas,2017,39238,01047
Alabama-Dallas:2018,Alabama-Dallas,2018,38294,01047
Alabama-Dallas:2019,Alabama-Dallas,2019,37196,01047
Alabama-DeKalb:2000,Alabama-DeKalb,2000,64650,01049
Alabama-DeKalb:2001,Alabama-DeKalb,2001,65678,01049
Alabama-DeKalb:2002,Alabama-DeKalb,2002,65861,01049
Alabama-DeKalb:2003,Alabama-DeKalb,2003,66530,01049
Alabama-DeKalb:2004,Alabama-DeKalb,2004,67260,01049
Alabama-DeKalb:2005,Alabama-DeKalb,2005,67794,01049
Alabama-DeKalb:2006,Alabama-DeKalb,2006,68495,01049
Alabama-DeKalb:2007,Alabama-DeKalb,2007,69450,01049
Alabama-DeKalb:2008,Alabama-DeKalb,2008,70228,01049
Alabama-DeKalb:2009,Alabama-DeKalb,2009,70864,01049
Alabama-DeKalb:2010,Alabama-DeKalb,2010,71163,01049
Alabama-DeKalb:2011,Alabama-DeKalb,2011,71365,01049
Alabama-DeKalb:2012,Alabama-DeKalb,2012,70944,01049
Alabama-DeKalb:2013,Alabama-DeKalb,2013,70912,01049
Alabama-DeKalb:2014,Alabama-DeKalb,2014,70993,01049
Alabama-DeKalb:2015,Alabama-DeKalb,2015,71087,01049
Alabama-DeKalb:2016,Alabama-DeKalb,2016,71104,01049
Alabama-DeKalb:2017,Alabama-DeKalb,2017,71437,01049
Alabama-DeKalb:2018,Alabama-DeKalb,2018,71407,01049
Alabama-DeKalb:2019,Alabama-DeKalb,2019,71513,01049
Alabama-Elmore:2000,Alabama-Elmore,2000,66160,01051
Alabama-Elmore:2001,Alabama-Elmore,2001,67459,01051
Alabama-Elmore:2002,Alabama-Elmore,2002,68659,01051
Alabama-Elmore:2003,Alabama-Elmore,2003,69935,01051
Alabama-Elmore:2004,Alabama-Elmore,2004,71018,01051
Alabama-Elmore:2005,Alabama-Elmore,2005,72978,01051
Alabama-Elmore:2006,Alabama-Elmore,2006,75246,01051
Alabama-Elmore:2007,Alabama-Elmore,2007,77124,01051
Alabama-Elmore:2008,Alabama-Elmore,2008,77698,01051
Alabama-Elmore:2009,Alabama-Elmore,2009,78632,01051
Alabama-Elmore:2010,Alabama-Elmore,2010,79552,01051
Alabama-Elmore:2011,Alabama-Elmore,2011,79993,01051
Alabama-Elmore:2012,Alabama-Elmore,2012,80193,01051
Alabama-Elmore:2013,Alabama-Elmore,2013,80536,01051
Alabama-Elmore:2014,Alabama-Elmore,2014,80538,01051
Alabama-Elmore:2015,Alabama-Elmore,2015,80872,01051
Alabama-Elmore:2016,Alabama-Elmore,2016,81204,01051
Alabama-Elmore:2017,Alabama-Elmore,2017,81422,01051
Alabama-Elmore:2018,Alabama-Elmore,2018,81011,01051
Alabama-Elmore:2019,Alabama-Elmore,2019,81209,01051
Alabama-Escambia:2000,Alabama-Escambia,2000,38325,01053
Alabama-Escambia:2001,Alabama-Escambia,2001,38197,01053
Alabama-Escambia:2002,Alabama-Escambia,2002,38035,01053
Alabama-Escambia:2003,Alabama-Escambia,2003,37796,01053
Alabama-Escambia:2004,Alabama-Escambia,2004,37713,01053
Alabama-Escambia:2005,Alabama-Escambia,2005,37601,01053
Alabama-Escambia:2006,Alabama-Escambia,2006,37673,01053
Alabama-Escambia:2007,Alabama-Escambia,2007,37839,01053
Alabama-Escambia:2008,Alabama-Escambia,2008,37929,01053
Alabama-Escambia:2009,Alabama-Escambia,2009,38249,01053
Alabama-Escambia:2010,Alabama-Escambia,2010,38345,01053
Alabama-Escambia:2011,Alabama-Escambia,2011,38204,01053
Alabama-Escambia:2012,Alabama-Escambia,2012,38023,01053
Alabama-Escambia:2013,Alabama-Escambia,2013,37765,01053
Alabama-Escambia:2014,Alabama-Escambia,2014,37735,01053
Alabama-Escambia:2015,Alabama-Escambia,2015,37661,01053
Alabama-Escambia:2016,Alabama-Escambia,2016,37475,01053
Alabama-Escambia:2017,Alabama-Escambia,2017,36993,01053
Alabama-Escambia:2018,Alabama-Escambia,2018,36524,01053
Alabama-Escambia:2019,Alabama-Escambia,2019,36633,01053
Alabama-Etowah:2000,Alabama-Etowah,2000,103286,01055
Alabama-Etowah:2001,Alabama-Etowah,2001,102976,01055
Alabama-Etowah:2002,Alabama-Etowah,2002,102988,01055
Alabama-Etowah:2003,Alabama-Etowah,2003,103025,01055
Alabama-Etowah:2004,Alabama-Etowah,2004,103080,01055
Alabama-Etowah:2005,Alabama-Etowah,2005,103174,01055
Alabama-Etowah:2006,Alabama-Etowah,2006,103528,01055
Alabama-Etowah:2007,Alabama-Etowah,2007,103893,01055
Alabama-Etowah:2008,Alabama-Etowah,2008,104206,01055
Alabama-Etowah:2009,Alabama-Etowah,2009,104239,01055
Alabama-Etowah:2010,Alabama-Etowah,2010,104459,01055
Alabama-Etowah:2011,Alabama-Etowah,2011,104369,01055
Alabama-Etowah:2012,Alabama-Etowah,2012,104278,01055
Alabama-Etowah:2013,Alabama-Etowah,2013,103884,01055
Alabama-Etowah:2014,Alabama-Etowah,2014,103399,01055
Alabama-Etowah:2015,Alabama-Etowah,2015,102998,01055
Alabama-Etowah:2016,Alabama-Etowah,2016,102855,01055
Alabama-Etowah:2017,Alabama-Etowah,2017,103007,01055
Alabama-Etowah:2018,Alabama-Etowah,2018,102611,01055
Alabama-Etowah:2019,Alabama-Etowah,2019,102268,01055
Alabama-Fayette:2000,Alabama-Fayette,2000,18512,01057
Alabama-Fayette:2001,Alabama-Fayette,2001,18384,01057
Alabama-Fayette:2002,Alabama-Fayette,2002,18278,01057
Alabama-Fayette:2003,Alabama-Fayette,2003,18178,01057
Alabama-Fayette:2004,Alabama-Fayette,2004,18022,01057
Alabama-Fayette:2005,Alabama-Fayette,2005,18030,01057
Alabama-Fayette:2006,Alabama-Fayette,2006,17767,01057
Alabama-Fayette:2007,Alabama-Fayette,2007,17523,01057
Alabama-Fayette:2008,Alabama-Fayette,2008,17541,01057
Alabama-Fayette:2009,Alabama-Fayette,2009,17310,01057
Alabama-Fayette:2010,Alabama-Fayette,2010,17229,01057
Alabama-Fayette:2011,Alabama-Fayette,2011,17052,01057
Alabama-Fayette:2012,Alabama-Fayette,2012,16945,01057
Alabama-Fayette:2013,Alabama-Fayette,2013,16824,01057
Alabama-Fayette:2014,Alabama-Fayette,2014,16772,01057
Alabama-Fayette:2015,Alabama-Fayette,2015,16696,01057
Alabama-Fayette:2016,Alabama-Fayette,2016,16563,01057
Alabama-Fayette:2017,Alabama-Fayette,2017,16466,01057
Alabama-Fayette:2018,Alabama-Fayette,2018,16445,01057
Alabama-Fayette:2019,Alabama-Fayette,2019,16302,01057
Alabama-Franklin:2000,Alabama-Franklin,2000,31242,01059
Alabama-Franklin:2001,Alabama-Franklin,2001,31190,01059
Alabama-Franklin:2002,Alabama-Franklin,2002,30891,01059
Alabama-Franklin:2003,Alabama-Franklin,2003,30874,01059
Alabama-Franklin:2004,Alabama-Franklin,2004,30768,01059
Alabama-Franklin:2005,Alabama-Franklin,2005,30968,01059
Alabama-Franklin:2006,Alabama-Franklin,2006,31134,01059
Alabama-Franklin:2007,Alabama-Franklin,2007,31004,01059
Alabama-Franklin:2008,Alabama-Franklin,2008,31459,01059
Alabama-Franklin:2009,Alabama-Franklin,2009,31589,01059
Alabama-Franklin:2010,Alabama-Franklin,2010,31746,01059
Alabama-Franklin:2011,Alabama-Franklin,2011,31776,01059
Alabama-Franklin:2012,Alabama-Franklin,2012,31690,01059
Alabama-Franklin:2013,Alabama-Franklin,2013,31553,01059
Alabama-Franklin:2014,Alabama-Franklin,2014,31559,01059
Alabama-Franklin:2015,Alabama-Franklin,2015,31515,01059
Alabama-Franklin:2016,Alabama-Franklin,2016,31611,01059
Alabama-Franklin:2017,Alabama-Franklin,2017,31542,01059
Alabama-Franklin:2018,Alabama-Franklin,2018,31298,01059
Alabama-Franklin:2019,Alabama-Franklin,2019,31362,01059
Alabama-Geneva:2000,Alabama-Geneva,2000,25740,01061
Alabama-Geneva:2001,Alabama-Geneva,2001,25565,01061
Alabama-Geneva:2002,Alabama-Geneva,2002,25580,01061
Alabama-Geneva:2003,Alabama-Geneva,2003,25702,01061
Alabama-Geneva:2004,Alabama-Geneva,2004,25772,01061
Alabama-Geneva:2005,Alabama-Geneva,2005,25988,01061
Alabama-Geneva:2006,Alabama-Geneva,2006,26271,01061
Alabama-Geneva:2007,Alabama-Geneva,2007,26322,01061
Alabama-Geneva:2008,Alabama-Geneva,2008,26646,01061
Alabama-Geneva:2009,Alabama-Geneva,2009,26653,01061
Alabama-Geneva:2010,Alabama-Geneva,2010,26777,01061
Alabama-Geneva:2011,Alabama-Geneva,2011,26756,01061
Alabama-Geneva:2012,Alabama-Geneva,2012,26924,01061
Alabama-Geneva:2013,Alabama-Geneva,2013,26677,01061
Alabama-Geneva:2014,Alabama-Geneva,2014,26593,01061
Alabama-Geneva:2015,Alabama-Geneva,2015,26631,01061
Alabama-Geneva:2016,Alabama-Geneva,2016,26494,01061
Alabama-Geneva:2017,Alabama-Geneva,2017,26385,01061
Alabama-Geneva:2018,Alabama-Geneva,2018,26306,01061
Alabama-Geneva:2019,Alabama-Geneva,2019,26271,01061
Alabama-Greene:2000,Alabama-Greene,2000,9902,01063
Alabama-Greene:2001,Alabama-Greene,2001,9866,01063
Alabama-Greene:2002,Alabama-Greene,2002,9893,01063
Alabama-Greene:2003,Alabama-Greene,2003,9805,01063
Alabama-Greene:2004,Alabama-Greene,2004,9686,01063
Alabama-Greene:2005,Alabama-Greene,2005,9675,01063
Alabama-Greene:2006,Alabama-Greene,2006,9361,01063
Alabama-Greene:2007,Alabama-Greene,2007,9385,01063
Alabama-Greene:2008,Alabama-Greene,2008,9359,01063
Alabama-Greene:2009,Alabama-Greene,2009,9182,01063
Alabama-Greene:2010,Alabama-Greene,2010,8991,01063
Alabama-Greene:2011,Alabama-Greene,2011,8903,01063
Alabama-Greene:2012,Alabama-Greene,2012,8848,01063
Alabama-Greene:2013,Alabama-Greene,2013,8748,01063
Alabama-Greene:2014,Alabama-Greene,2014,8584,01063
Alabama-Greene:2015,Alabama-Greene,2015,8508,01063
Alabama-Greene:2016,Alabama-Greene,2016,8482,01063
Alabama-Greene:2017,Alabama-Greene,2017,8310,01063
Alabama-Greene:2018,Alabama-Greene,2018,8209,01063
Alabama-Greene:2019,Alabama-Greene,2019,8111,01063
Alabama-Hale:2000,Alabama-Hale,2000,18194,01065
Alabama-Hale:2001,Alabama-Hale,2001,17868,01065
Alabama-Hale:2002,Alabama-Hale,2002,17376,01065
Alabama-Hale:2003,Alabama-Hale,2003,17116,01065
Alabama-Hale:2004,Alabama-Hale,2004,16765,01065
Alabama-Hale:2005,Alabama-Hale,2005,16622,01065
Alabama-Hale:2006,Alabama-Hale,2006,16427,01065
Alabama-Hale:2007,Alabama-Hale,2007,16418,01065
Alabama-Hale:2008,Alabama-Hale,2008,16260,01065
Alabama-Hale:2009,Alabama-Hale,2009,16025,01065
Alabama-Hale:2010,Alabama-Hale,2010,15745,01065
Alabama-Hale:2011,Alabama-Hale,2011,15361,01065
Alabama-Hale:2012,Alabama-Hale,2012,15364,01065
Alabama-Hale:2013,Alabama-Hale,2013,15246,01065
Alabama-Hale:2014,Alabama-Hale,2014,15046,01065
Alabama-Hale:2015,Alabama-Hale,2015,15015,01065
Alabama-Hale:2016,Alabama-Hale,2016,14828,01065
Alabama-Hale:2017,Alabama-Hale,2017,14801,01065
Alabama-Hale:2018,Alabama-Hale,2018,14749,01065
Alabama-Hale:2019,Alabama-Hale,2019,14651,01065
Alabama-Henry:2000,Alabama-Henry,2000,16341,01067
Alabama-Henry:2001,Alabama-Henry,2001,16358,01067
Alabama-Henry:2002,Alabama-Henry,2002,16447,01067
Alabama-Henry:2003,Alabama-Henry,2003,16563,01067
Alabama-Henry:2004,Alabama-Henry,2004,16692,01067
Alabama-Henry:2005,Alabama-Henry,2005,16752,01067
Alabama-Henry:2006,Alabama-Henry,2006,16953,01067
Alabama-Henry:2007,Alabama-Henry,2007,17108,01067
Alabama-Henry:2008,Alabama-Henry,2008,17129,01067
Alabama-Henry:2009,Alabama-Henry,2009,17243,01067
Alabama-Henry:2010,Alabama-Henry,2010,17296,01067
Alabama-Henry:2011,Alabama-Henry,2011,17377,01067
Alabama-Henry:2012,Alabama-Henry,2012,17153,01067
Alabama-Henry:2013,Alabama-Henry,2013,17129,01067
Alabama-Henry:2014,Alabama-Henry,2014,17079,01067
Alabama-Henry:2015,Alabama-Henry,2015,17101,01067
Alabama-Henry:2016,Alabama-Henry,2016,17072,01067
Alabama-Henry:2017,Alabama-Henry,2017,17115,01067
Alabama-Henry:2018,Alabama-Henry,2018,17173,01067
Alabama-Henry:2019,Alabama-Henry,2019,17205,01067
Alabama-Houston:2000,Alabama-Houston,2000,88943,01069
Alabama-Houston:2001,Alabama-Houston,2001,89490,01069
Alabama-Houston:2002,Alabama-Houston,2002,89940,01069
Alabama-Houston:2003,Alabama-Houston,2003,91321,01069
Alabama-Houston:2004,Alabama-Houston,2004,92593,01069
Alabama-Houston:2005,Alabama-Houston,2005,93903,01069
Alabama-Houston:2006,Alabama-Houston,2006,95846,01069
Alabama-Houston:2007,Alabama-Houston,2007,97727,01069
Alabama-Houston:2008,Alabama-Houston,2008,99183,01069
Alabama-Houston:2009,Alabama-Houston,2009,100500,01069
Alabama-Houston:2010,Alabama-Houston,2010,101798,01069
Alabama-Houston:2011,Alabama-Houston,2011,102488,01069
Alabama-Houston:2012,Alabama-Houston,2012,103371,01069
Alabama-Houston:2013,Alabama-Houston,2013,103643,01069
Alabama-Houston:2014,Alabama-Houston,2014,104158,01069
Alabama-Houston:2015,Alabama-Houston,2015,104260,01069
Alabama-Houston:2016,Alabama-Houston,2016,104218,01069
Alabama-Houston:2017,Alabama-Houston,2017,104378,01069
Alabama-Houston:2018,Alabama-Houston,2018,104770,01069
Alabama-Houston:2019,Alabama-Houston,2019,105882,01069
Alabama-Jackson:2000,Alabama-Jackson,2000,53979,01071
Alabama-Jackson:2001,Alabama-Jackson,2001,53997,01071
Alabama-Jackson:2002,Alabama-Jackson,2002,53758,01071
Alabama-Jackson:2003,Alabama-Jackson,2003,53711,01071
Alabama-Jackson:2004,Alabama-Jackson,2004,53525,01071
Alabama-Jackson:2005,Alabama-Jackson,2005,53332,01071
Alabama-Jackson:2006,Alabama-Jackson,2006,53483,01071
Alabama-Jackson:2007,Alabama-Jackson,2007,53333,01071
Alabama-Jackson:2008,Alabama-Jackson,2008,53525,01071
Alabama-Jackson:2009,Alabama-Jackson,2009,53461,01071
Alabama-Jackson:2010,Alabama-Jackson,2010,53184,01071
Alabama-Jackson:2011,Alabama-Jackson,2011,53214,01071
Alabama-Jackson:2012,Alabama-Jackson,2012,53079,01071
Alabama-Jackson:2013,Alabama-Jackson,2013,52957,01071
Alabama-Jackson:2014,Alabama-Jackson,2014,52562,01071
Alabama-Jackson:2015,Alabama-Jackson,2015,52195,01071
Alabama-Jackson:2016,Alabama-Jackson,2016,51988,01071
Alabama-Jackson:2017,Alabama-Jackson,2017,51828,01071
Alabama-Jackson:2018,Alabama-Jackson,2018,51621,01071
Alabama-Jackson:2019,Alabama-Jackson,2019,51626,01071
Alabama-Jefferson:2000,Alabama-Jefferson,2000,662033,01073
Alabama-Jefferson:2001,Alabama-Jefferson,2001,660197,01073
Alabama-Jefferson:2002,Alabama-Jefferson,2002,657518,01073
Alabama-Jefferson:2003,Alabama-Jefferson,2003,657513,01073
Alabama-Jefferson:2004,Alabama-Jefferson,2004,656023,01073
Alabama-Jefferson:2005,Alabama-Jefferson,2005,654919,01073
Alabama-Jefferson:2006,Alabama-Jefferson,2006,655893,01073
Alabama-Jefferson:2007,Alabama-Jefferson,2007,655163,01073
Alabama-Jefferson:2008,Alabama-Jefferson,2008,656510,01073
Alabama-Jefferson:2009,Alabama-Jefferson,2009,658441,01073
Alabama-Jefferson:2010,Alabama-Jefferson,2010,658215,01073
Alabama-Jefferson:2011,Alabama-Jefferson,2011,658109,01073
Alabama-Jefferson:2012,Alabama-Jefferson,2012,658061,01073
Alabama-Jefferson:2013,Alabama-Jefferson,2013,659265,01073
Alabama-Jefferson:2014,Alabama-Jefferson,2014,659972,01073
Alabama-Jefferson:2015,Alabama-Jefferson,2015,660455,01073
Alabama-Jefferson:2016,Alabama-Jefferson,2016,660343,01073
Alabama-Jefferson:2017,Alabama-Jefferson,2017,659599,01073
Alabama-Jefferson:2018,Alabama-Jefferson,2018,659429,01073
Alabama-Jefferson:2019,Alabama-Jefferson,2019,658573,01073
Alabama-Lamar:2000,Alabama-Lamar,2000,15923,01075
Alabama-Lamar:2001,Alabama-Lamar,2001,15632,01075
Alabama-Lamar:2002,Alabama-Lamar,2002,15446,01075
Alabama-Lamar:2003,Alabama-Lamar,2003,15258,01075
Alabama-Lamar:2004,Alabama-Lamar,2004,15075,01075
Alabama-Lamar:2005,Alabama-Lamar,2005,15009,01075
Alabama-Lamar:2006,Alabama-Lamar,2006,14816,01075
Alabama-Lamar:2007,Alabama-Lamar,2007,14901,01075
Alabama-Lamar:2008,Alabama-Lamar,2008,14799,01075
Alabama-Lamar:2009,Alabama-Lamar,2009,14689,01075
Alabama-Lamar:2010,Alabama-Lamar,2010,14496,01075
Alabama-Lamar:2011,Alabama-Lamar,2011,14291,01075
Alabama-Lamar:2012,Alabama-Lamar,2012,14248,01075
Alabama-Lamar:2013,Alabama-Lamar,2013,14212,01075
Alabama-Lamar:2014,Alabama-Lamar,2014,14067,01075
Alabama-Lamar:2015,Alabama-Lamar,2015,13927,01075
Alabama-Lamar:2016,Alabama-Lamar,2016,13928,01075
Alabama-Lamar:2017,Alabama-Lamar,2017,13882,01075
Alabama-Lamar:2018,Alabama-Lamar,2018,13882,01075
Alabama-Lamar:2019,Alabama-Lamar,2019,13805,01075
Alabama-Lauderdale:2000,Alabama-Lauderdale,2000,88039,01077
Alabama-Lauderdale:2001,Alabama-Lauderdale,2001,87791,01077
Alabama-Lauderdale:2002,Alabama-Lauderdale,2002,87627,01077
Alabama-Lauderdale:2003,Alabama-Lauderdale,2003,88103,01077
Alabama-Lauderdale:2004,Alabama-Lauderdale,2004,88732,01077
Alabama-Lauderdale:2005,Alabama-Lauderdale,2005,89358,01077
Alabama-Lauderdale:2006,Alabama-Lauderdale,2006,90294,01077
Alabama-Lauderdale:2007,Alabama-Lauderdale,2007,91107,01077
Alabama-Lauderdale:2008,Alabama-Lauderdale,2008,92202,01077
Alabama-Lauderdale:2009,Alabama-Lauderdale,2009,92526,01077
Alabama-Lauderdale:2010,Alabama-Lauderdale,2010,92737,01077
Alabama-Lauderdale:2011,Alabama-Lauderdale,2011,92607,01077
Alabama-Lauderdale:2012,Alabama-Lauderdale,2012,92662,01077
Alabama-Lauderdale:2013,Alabama-Lauderdale,2013,92701,01077
Alabama-Lauderdale:2014,Alabama-Lauderdale,2014,93000,01077
Alabama-Lauderdale:2015,Alabama-Lauderdale,2015,92459,01077
Alabama-Lauderdale:2016,Alabama-Lauderdale,2016,92425,01077
Alabama-Lauderdale:2017,Alabama-Lauderdale,2017,92564,01077
Alabama-Lauderdale:2018,Alabama-Lauderdale,2018,92604,01077
Alabama-Lauderdale:2019,Alabama-Lauderdale,2019,92729,01077
Alabama-Lawrence:2000,Alabama-Lawrence,2000,34874,01079
Alabama-Lawrence:2001,Alabama-Lawrence,2001,34870,01079
Alabama-Lawrence:2002,Alabama-Lawrence,2002,34698,01079
Alabama-Lawrence:2003,Alabama-Lawrence,2003,34488,01079
Alabama-Lawrence:2004,Alabama-Lawrence,2004,34318,01079
Alabama-Lawrence:2005,Alabama-Lawrence,2005,34435,01079
Alabama-Lawrence:2006,Alabama-Lawrence,2006,34028,01079
Alabama-Lawrence:2007,Alabama-Lawrence,2007,34293,01079
Alabama-Lawrence:2008,Alabama-Lawrence,2008,34196,01079
Alabama-Lawrence:2009,Alabama-Lawrence,2009,34315,01079
Alabama-Lawrence:2010,Alabama-Lawrence,2010,34342,01079
Alabama-Lawrence:2011,Alabama-Lawrence,2011,34051,01079
Alabama-Lawrence:2012,Alabama-Lawrence,2012,33806,01079
Alabama-Lawrence:2013,Alabama-Lawrence,2013,33575,01079
Alabama-Lawrence:2014,Alabama-Lawrence,2014,33444,01079
Alabama-Lawrence:2015,Alabama-Lawrence,2015,33135,01079
Alabama-Lawrence:2016,Alabama-Lawrence,2016,33227,01079
Alabama-Lawrence:2017,Alabama-Lawrence,2017,33063,01079
Alabama-Lawrence:2018,Alabama-Lawrence,2018,32941,01079
Alabama-Lawrence:2019,Alabama-Lawrence,2019,32924,01079
Alabama-Lee:2000,Alabama-Lee,2000,115430,01081
Alabama-Lee:2001,Alabama-Lee,2001,116819,01081
Alabama-Lee:2002,Alabama-Lee,2002,118392,01081
Alabama-Lee:2003,Alabama-Lee,2003,120071,01081
Alabama-Lee:2004,Alabama-Lee,2004,122274,01081
Alabama-Lee:2005,Alabama-Lee,2005,126133,01081
Alabama-Lee:2006,Alabama-Lee,2006,129247,01081
Alabama-Lee:2007,Alabama-Lee,2007,131934,01081
Alabama-Lee:2008,Alabama-Lee,2008,134524,01081
Alabama-Lee:2009,Alabama-Lee,2009,138566,01081
Alabama-Lee:2010,Alabama-Lee,2010,140794,01081
Alabama-Lee:2011,Alabama-Lee,2011,144130,01081
Alabama-Lee:2012,Alabama-Lee,2012,148567,01081
Alabama-Lee:2013,Alabama-Lee,2013,151809,01081
Alabama-Lee:2014,Alabama-Lee,2014,154511,01081
Alabama-Lee:2015,Alabama-Lee,2015,156954,01081
Alabama-Lee:2016,Alabama-Lee,2016,159168,01081
Alabama-Lee:2017,Alabama-Lee,2017,161440,01081
Alabama-Lee:2018,Alabama-Lee,2018,163656,01081
Alabama-Lee:2019,Alabama-Lee,2019,164542,01081
Alabama-Limestone:2000,Alabama-Limestone,2000,65966,01083
Alabama-Limestone:2001,Alabama-Limestone,2001,66936,01083
Alabama-Limestone:2002,Alabama-Limestone,2002,67677,01083
Alabama-Limestone:2003,Alabama-Limestone,2003,68578,01083
Alabama-Limestone:2004,Alabama-Limestone,2004,69593,01083
Alabama-Limestone:2005,Alabama-Limestone,2005,71303,01083
Alabama-Limestone:2006,Alabama-Limestone,2006,73651,01083
Alabama-Limestone:2007,Alabama-Limestone,2007,76063,01083
Alabama-Limestone:2008,Alabama-Limestone,2008,78835,01083
Alabama-Limestone:2009,Alabama-Limestone,2009,81326,01083
Alabama-Limestone:2010,Alabama-Limestone,2010,83181,01083
Alabama-Limestone:2011,Alabama-Limestone,2011,85557,01083
Alabama-Limestone:2012,Alabama-Limestone,2012,87326,01083
Alabama-Limestone:2013,Alabama-Limestone,2013,88916,01083
Alabama-Limestone:2014,Alabama-Limestone,2014,90599,01083
Alabama-Limestone:2015,Alabama-Limestone,2015,91565,01083
Alabama-Limestone:2016,Alabama-Limestone,2016,92847,01083
Alabama-Limestone:2017,Alabama-Limestone,2017,94130,01083
Alabama-Limestone:2018,Alabama-Limestone,2018,96177,01083
Alabama-Limestone:2019,Alabama-Limestone,2019,98915,01083
Alabama-Lowndes:2000,Alabama-Lowndes,2000,13471,01085
Alabama-Lowndes:2001,Alabama-Lowndes,2001,13329,01085
Alabama-Lowndes:2002,Alabama-Lowndes,2002,13231,01085
